"MacRep1","MacRep2","MacRep3","NeuRep1","NeuRep2","NeuRep3","MonRep1","MonRep2","MonRep3"
18,76,50,32,19,26,6,46,23
15,66,40,25,5,13,3,12,26
2,5,8,5,1,2,1,7,6
5,12,13,15,2,4,2,23,14
2,16,15,4,2,1,5,18,12
19,88,66,53,13,25,10,61,61
8,43,46,9,6,7,3,9,10
43,324,224,246,17,115,33,280,243
64,339,335,255,11,126,24,265,330
9,57,52,45,1,11,7,78,78
24,112,119,24,2,8,7,100,94
13,132,93,8,3,8,2,24,27
20,97,78,65,8,31,10,70,76
3,22,13,9,4,2,9,12,16
8,57,57,33,2,14,15,118,99
4,23,32,22,6,18,4,25,19
8,44,32,24,6,21,11,31,61
72,505,305,325,30,151,51,395,390
29,167,164,57,10,33,5,123,95
9,40,34,19,3,9,10,51,37
8,48,33,13,3,15,6,39,52
18,58,47,15,2,4,6,62,72
12,60,71,6,1,5,7,30,41
9,51,48,12,8,15,10,53,49
18,95,78,19,2,12,9,34,38
10,34,51,13,0,14,3,42,43
11,53,51,21,1,9,4,42,66
8,31,26,11,0,6,2,14,17
5,21,31,5,1,4,0,4,4
21,138,120,6,1,8,2,6,12
3,34,33,32,10,18,3,53,50
13,54,47,55,9,19,5,48,41
23,112,93,76,16,45,17,94,86
6,8,17,3,1,6,3,18,10
4,19,34,2,1,2,1,1,2
10,35,44,5,2,0,1,5,9
18,76,71,12,1,7,7,48,48
67,311,280,193,12,113,33,252,280
6,36,21,6,0,2,2,15,16
2,12,13,4,0,2,5,9,13
12,98,67,10,0,6,3,38,32
6,18,19,2,2,3,3,19,12
15,82,60,20,10,11,7,46,43
0,3,2,5,0,1,0,3,2
13,123,96,25,5,15,10,40,50
8,20,17,10,2,9,2,12,16
10,62,57,13,2,3,2,13,20
21,133,89,96,9,37,13,91,92
12,105,70,42,9,28,17,46,32
8,35,38,4,3,5,5,25,12
0,4,6,8,5,4,2,6,1
7,23,45,57,23,38,9,39,29
7,26,35,62,20,45,15,45,31
4,13,18,7,2,2,4,13,28
26,114,88,57,19,43,14,70,106
6,45,42,39,4,23,13,34,43
16,83,41,34,7,32,12,65,54
2,12,13,34,3,13,2,27,31
28,153,179,9,1,5,8,49,55
13,30,44,25,6,20,7,24,22
17,110,117,21,11,20,11,67,59
10,68,70,7,5,10,8,29,35
12,66,40,56,6,23,5,55,65
5,35,23,26,4,13,7,27,19
18,127,115,62,9,28,6,78,68
3,15,9,2,0,1,3,17,9
6,43,44,21,2,22,10,38,37
10,27,35,12,2,7,2,9,9
8,20,26,22,8,13,3,21,23
10,40,33,13,6,11,7,16,12
19,110,104,31,1,21,6,44,38
42,244,191,105,16,53,21,99,133
10,40,43,25,0,17,6,41,37
1,11,4,5,1,4,3,4,3
13,49,37,7,2,1,3,12,11
2,12,7,8,1,5,2,16,12
15,79,76,38,11,21,5,64,56
43,217,143,101,16,49,18,126,131
53,237,204,131,25,73,18,149,163
7,38,26,6,0,10,2,6,6
48,312,303,240,21,113,34,247,271
4,17,12,0,1,3,0,1,4
4,37,20,19,2,10,9,29,19
14,66,77,12,4,12,3,18,35
14,60,52,6,1,8,1,14,13
11,54,43,2,0,2,2,3,5
12,32,35,4,0,5,1,10,5
14,73,66,30,6,17,3,34,33
15,30,38,18,4,5,4,17,10
12,44,49,17,3,8,2,21,20
22,110,76,68,14,33,8,84,65
10,57,53,3,1,5,1,2,5
6,52,44,9,2,4,1,6,2
13,45,46,7,4,6,3,4,1
22,68,56,17,3,12,0,14,10
26,156,176,14,2,5,2,13,11
8,64,64,18,2,7,9,35,35
10,54,45,16,2,13,0,20,36
10,50,45,3,3,7,1,38,38
10,58,43,5,0,5,4,32,29
7,40,38,21,3,14,2,34,33
4,23,6,6,0,0,2,15,16
2,21,14,18,1,9,8,30,17
11,41,45,10,3,15,5,26,37
30,198,129,121,9,54,15,167,155
10,64,29,17,3,13,1,25,24
18,126,104,17,8,15,4,38,48
10,67,65,14,3,13,6,40,43
30,133,75,62,8,33,17,77,68
4,33,19,23,5,16,6,34,24
4,9,6,4,0,2,1,4,3
10,35,28,6,0,2,2,16,15
23,94,94,11,5,8,3,14,10
11,61,51,24,6,28,4,50,73
33,193,174,26,8,15,13,97,110
19,65,60,13,2,15,5,22,33
18,96,86,28,3,26,11,64,47
8,16,16,3,4,3,3,7,4
5,40,42,25,6,5,8,33,28
9,5,14,4,1,3,1,5,7
8,38,32,4,0,3,3,11,17
16,88,64,62,8,32,17,70,66
16,54,75,19,3,3,4,20,19
2,10,9,7,0,3,2,7,7
35,192,151,101,7,50,17,144,93
7,80,72,13,5,11,3,18,15
13,62,52,4,0,2,3,2,4
4,11,12,4,0,0,0,3,0
33,163,141,202,23,90,29,217,204
11,71,74,5,2,4,1,11,8
5,22,24,8,3,4,5,10,5
11,35,38,14,3,5,1,16,6
13,71,84,3,3,3,0,5,4
18,109,122,8,2,1,4,6,4
13,120,72,60,14,40,12,87,71
17,71,59,27,8,14,4,21,22
14,39,24,18,5,20,3,22,19
2,3,3,8,1,1,0,5,9
33,119,113,93,22,55,15,116,120
1,7,7,18,6,8,4,8,3
23,132,114,21,5,17,10,35,26
1,10,10,18,4,7,4,15,5
7,44,38,16,1,5,9,23,19
8,42,41,6,3,6,4,13,12
9,46,37,7,5,7,1,14,11
13,63,57,36,4,20,5,40,22
12,60,52,12,2,4,7,26,22
13,49,32,6,1,3,3,8,6
50,238,235,81,14,42,15,82,102
11,59,59,19,3,10,7,16,24
8,28,25,10,4,4,5,17,25
12,77,60,27,3,18,4,60,50
10,21,27,12,1,11,6,15,20
16,85,55,57,6,22,11,53,41
8,46,36,34,6,12,4,29,33
18,154,140,76,17,32,13,103,120
22,127,102,49,5,32,9,48,54
8,36,27,18,4,6,4,25,21
23,87,53,73,6,26,10,66,56
6,16,6,13,3,7,3,7,9
8,10,6,2,0,4,0,5,1
8,41,40,14,2,4,4,8,15
8,22,21,19,9,13,5,20,16
4,13,15,23,5,16,4,28,12
27,116,66,115,11,41,21,117,102
5,21,20,19,6,16,7,18,27
3,19,21,9,1,9,3,11,19
4,9,15,24,11,12,6,9,15
1,2,7,7,1,1,0,5,3
0,3,4,5,0,3,1,2,4
7,41,30,27,6,16,5,48,23
10,77,57,59,16,25,12,47,51
11,64,60,9,1,4,2,8,14
14,69,74,62,10,31,9,82,81
28,81,90,89,18,47,11,81,65
7,37,38,50,7,18,7,52,37
11,25,30,23,2,10,3,21,11
8,51,53,6,3,6,2,16,22
8,24,10,3,0,5,7,10,8
8,36,23,16,5,4,10,23,32
4,26,29,13,3,11,4,27,18
4,18,14,5,2,0,0,4,4
16,47,45,10,5,5,7,30,29
10,39,46,4,4,2,0,12,9
18,59,64,12,2,13,7,35,42
10,34,38,17,4,10,8,20,18
12,26,27,3,2,6,5,17,22
5,10,20,9,4,4,5,8,7
4,50,35,89,7,38,8,82,65
18,119,105,100,19,51,20,87,90
4,42,20,58,5,18,2,48,46
11,32,49,24,13,21,11,27,25
7,32,18,39,3,16,7,45,29
25,94,99,72,14,33,26,124,99
13,51,53,42,11,25,6,32,37
8,40,35,54,4,28,11,49,46
17,47,43,10,1,6,3,17,18
24,175,159,126,27,73,24,93,117
13,68,49,23,7,19,10,72,37
2,4,9,11,7,7,11,12,5
32,184,97,138,9,39,19,133,117
12,28,17,4,2,3,1,3,2
11,26,42,11,7,9,4,26,32
11,41,53,15,3,3,5,15,11
3,33,32,7,1,5,9,13,13
16,105,80,79,11,35,7,61,64
15,68,63,47,9,23,6,46,41
16,90,79,54,13,21,7,47,40
7,64,38,43,7,20,4,44,30
18,84,89,37,10,15,16,47,50
7,46,42,68,6,43,13,54,64
10,35,40,12,7,12,2,21,12
6,20,29,35,5,13,6,17,11
4,33,26,28,12,20,8,23,19
28,168,106,166,14,65,17,111,112
17,72,47,88,11,31,20,74,51
5,18,16,10,1,3,3,13,2
5,26,26,28,6,14,6,17,16
12,51,40,14,2,5,2,12,7
9,40,38,20,5,13,7,39,37
7,34,52,36,12,20,7,30,40
6,38,45,24,8,13,2,23,23
20,115,97,84,10,32,10,87,100
16,72,65,71,9,21,9,75,68
23,104,109,133,14,54,17,112,138
20,113,89,83,16,47,16,102,79
7,16,12,8,6,13,2,18,24
13,79,64,82,8,35,13,79,92
9,69,60,41,2,25,9,58,28
8,54,36,46,10,22,17,65,66
7,24,22,19,3,10,9,31,38
9,45,34,9,5,6,3,9,17
11,67,52,57,8,25,6,48,61
2,19,16,18,1,7,3,12,8
9,20,36,23,7,12,2,30,19
4,34,34,21,5,13,2,18,35
11,56,25,32,7,19,7,29,13
6,15,18,8,2,3,0,16,11
11,74,53,61,7,22,14,48,51
0,2,4,6,0,8,0,4,3
11,51,33,43,12,18,12,27,40
19,183,122,117,22,56,13,126,131
9,50,48,9,1,4,2,2,3
4,29,31,21,1,14,2,23,19
13,50,51,13,3,12,1,21,12
13,48,48,44,11,24,6,44,35
40,234,219,191,16,103,33,190,237
9,35,23,5,4,2,3,10,7
27,157,166,145,23,92,24,180,187
2,5,10,20,5,9,1,11,14
15,74,102,8,6,9,3,32,22
10,45,40,13,7,11,2,16,14
6,15,19,8,1,9,1,25,22
6,24,20,8,1,1,2,6,13
5,42,27,7,4,9,3,27,24
61,307,192,141,14,73,30,209,193
35,166,157,74,9,64,11,165,161
9,32,38,4,0,2,1,18,23
10,65,39,5,3,6,3,19,23
1,59,55,24,3,22,4,38,32
7,20,24,3,2,0,3,2,5
3,39,24,28,7,15,11,50,48
12,48,29,30,5,11,6,34,38
10,28,23,6,1,2,0,4,6
20,139,146,23,0,6,6,84,85
48,290,186,155,21,74,31,252,221
11,40,22,25,2,10,5,16,33
8,35,38,9,3,6,5,9,20
15,84,58,20,2,21,6,48,45
11,39,47,7,1,3,0,2,1
5,17,20,1,1,2,0,6,4
44,262,218,110,18,70,36,267,241
35,182,127,112,16,51,18,149,148
14,83,82,11,3,5,6,15,18
10,72,41,18,3,14,6,53,48
14,127,107,22,3,22,11,126,155
24,132,87,63,6,21,5,108,88
0,2,0,6,1,2,0,1,0
6,26,24,0,3,1,1,2,4
8,15,19,7,0,3,0,3,2
10,29,20,14,2,5,4,26,20
14,58,42,5,1,8,3,10,16
5,78,86,57,2,41,9,120,128
9,34,15,0,3,0,1,2,3
11,72,60,30,6,20,10,78,79
7,10,14,10,0,1,2,12,14
49,228,163,146,22,75,21,203,239
10,70,78,10,4,5,6,24,43
7,43,48,30,7,18,7,29,39
12,50,51,26,2,13,9,64,60
9,37,54,15,1,8,3,31,40
23,132,103,70,12,35,15,85,79
10,47,30,26,5,14,6,29,41
5,33,31,14,6,14,4,23,47
10,20,19,9,0,3,6,16,20
9,90,126,27,5,8,9,57,78
11,48,51,11,3,4,7,43,57
18,107,68,70,16,41,7,80,85
5,29,24,16,2,11,11,26,37
12,51,50,25,2,22,8,65,86
8,34,40,13,2,3,2,10,8
2,13,8,2,0,1,0,1,1
7,36,32,6,3,5,4,13,11
10,54,38,7,3,3,1,2,9
8,27,17,5,0,7,2,8,10
10,44,29,5,0,1,3,19,30
11,20,24,5,3,2,1,6,15
10,94,74,6,2,4,3,20,17
32,181,147,95,12,64,22,160,179
8,20,14,10,3,6,5,23,31
16,65,50,35,2,13,2,45,82
24,131,98,40,3,19,14,93,124
11,74,48,14,2,9,7,36,34
1,5,5,7,1,5,0,4,5
56,274,266,75,8,61,24,206,237
12,54,49,7,6,11,5,16,26
30,169,133,20,6,10,7,36,39
7,29,27,18,1,16,3,20,27
6,21,17,6,2,2,5,30,40
0,20,21,9,3,8,5,23,32
7,35,30,12,1,10,6,30,27
13,85,43,17,2,13,7,29,23
3,11,12,0,0,3,0,6,6
4,46,34,32,7,19,2,34,29
87,540,331,297,29,189,60,531,432
13,65,50,9,4,3,2,20,26
7,11,8,1,1,2,1,4,3
10,59,43,31,4,9,2,37,42
34,177,116,81,11,60,12,117,101
22,100,65,32,9,16,2,35,49
8,60,52,10,4,6,6,36,43
1,8,10,16,3,11,3,13,7
1,14,19,6,1,1,4,20,17
14,60,66,51,9,29,8,59,52
5,45,33,26,3,7,5,36,34
1,3,4,5,0,2,1,6,5
37,236,195,112,19,71,29,164,149
11,67,60,6,5,3,2,13,11
26,131,95,59,10,35,18,73,92
26,151,130,55,9,52,9,86,113
7,31,26,18,4,16,4,27,37
3,15,31,19,8,12,5,13,18
24,102,78,59,9,41,15,74,75
0,7,5,6,3,3,0,3,4
27,151,106,92,19,36,16,81,109
7,77,75,31,9,21,6,38,46
8,55,36,11,5,5,1,6,7
0,4,5,6,1,4,0,5,6
19,104,77,44,10,28,8,71,65
2,12,10,19,3,13,3,10,8
16,125,109,7,5,11,5,21,17
4,25,25,20,4,12,5,27,33
11,52,45,15,2,12,9,19,29
32,143,115,21,11,15,7,41,38
13,69,71,7,2,10,8,52,44
11,59,57,12,3,3,4,24,23
10,41,35,5,2,6,7,31,33
0,4,7,5,0,2,1,4,5
20,114,104,90,11,50,21,103,92
52,317,283,250,24,105,43,263,253
7,44,24,19,5,12,6,38,51
10,66,51,7,0,3,2,10,8
20,103,100,54,7,36,7,71,62
24,145,114,92,12,63,11,103,101
73,393,345,282,29,140,47,297,305
2,37,32,32,5,19,9,66,52
1,7,9,19,2,12,1,8,4
30,122,103,152,15,85,27,136,140
10,42,38,63,6,25,5,61,60
4,22,31,21,9,17,8,27,29
11,33,47,5,0,4,2,8,10
31,127,118,61,8,25,14,56,41
24,137,84,78,12,44,18,115,109
9,42,39,31,4,5,3,25,38
25,83,67,16,1,3,4,8,11
4,14,22,15,3,5,3,13,12
10,49,38,31,6,15,8,44,50
38,224,176,132,19,61,25,171,154
17,111,86,76,12,57,16,81,85
2,22,21,5,1,1,1,5,2
8,59,42,15,3,5,4,24,39
3,33,47,15,3,11,3,24,29
9,25,29,12,2,3,0,17,27
10,24,21,13,1,5,2,13,8
4,29,26,26,9,15,3,18,10
30,137,72,68,7,50,13,96,55
19,112,105,47,10,30,13,83,75
22,118,93,72,12,32,13,57,51
9,45,20,21,6,14,5,34,26
22,94,116,23,9,19,8,24,62
14,80,67,7,1,6,3,8,10
12,73,39,12,3,7,4,29,28
11,70,58,9,4,5,5,30,43
47,247,217,224,23,89,24,178,186
7,69,54,11,9,17,6,30,33
24,200,201,124,13,50,17,128,123
12,18,23,5,2,7,4,15,16
24,74,76,49,7,26,10,63,71
11,66,40,18,5,7,6,25,21
8,26,32,9,0,5,1,12,17
9,50,52,15,3,8,0,11,9
32,141,128,23,6,17,14,82,66
10,75,62,22,3,19,6,50,59
16,81,53,5,1,7,2,13,9
14,68,58,32,9,18,7,43,43
19,124,126,71,12,31,9,91,68
4,20,16,11,1,5,2,20,16
11,87,49,51,4,26,16,65,35
26,154,108,123,12,55,26,107,113
17,97,50,22,10,21,5,44,32
9,24,13,14,1,14,5,14,16
38,265,216,147,21,60,33,147,145
12,37,22,15,2,7,6,20,12
39,263,208,127,10,59,11,149,143
4,14,12,2,1,1,1,1,0
4,10,13,6,1,6,1,2,6
11,40,50,11,3,6,4,27,17
17,60,46,5,2,0,3,16,11
4,12,13,2,1,1,0,0,0
34,241,140,133,18,62,29,206,141
11,68,39,26,5,15,8,69,67
5,14,19,7,2,5,4,12,28
3,7,19,5,1,7,0,6,9
31,167,115,81,10,42,13,86,85
8,31,25,4,1,3,1,5,5
37,198,158,184,22,85,19,153,195
0,2,6,6,1,2,1,7,4
17,67,71,15,6,6,1,22,25
21,75,68,19,6,18,5,27,40
29,244,154,274,30,106,27,252,255
3,15,19,0,0,0,1,2,3
13,37,33,30,9,23,3,43,37
3,21,18,9,1,3,2,11,9
18,70,65,47,10,36,16,77,91
9,36,50,48,8,25,4,38,37
11,59,31,46,5,21,7,48,51
9,16,24,6,3,2,4,12,10
16,79,70,8,1,4,0,5,5
12,83,59,5,1,0,5,21,18
2,5,9,6,1,4,2,13,12
9,42,37,19,3,8,14,43,52
9,64,57,32,10,19,7,51,40
42,230,183,121,25,73,17,138,148
4,7,20,17,1,7,4,10,15
9,48,42,24,0,8,2,29,24
27,107,111,36,7,15,4,56,54
13,84,87,7,4,4,6,20,23
3,7,13,2,0,0,1,7,5
14,57,49,7,4,2,1,7,11
8,46,51,26,6,8,6,24,43
6,15,14,15,1,10,2,9,22
8,34,22,8,4,12,2,19,20
10,31,36,17,6,6,6,19,42
11,27,26,9,2,5,2,27,26
18,84,82,34,10,21,10,38,61
24,141,104,68,12,32,19,80,85
45,213,216,252,24,101,26,215,224
2,11,7,11,0,4,0,11,10
1,13,5,9,0,4,1,14,9
15,132,97,84,15,46,20,91,92
13,46,45,6,3,6,2,7,5
11,55,36,11,3,14,5,55,74
15,48,45,10,6,6,1,7,5
15,43,47,7,3,1,0,7,3
11,47,46,4,4,3,3,9,6
10,62,69,7,1,4,3,8,4
8,46,39,26,5,5,12,39,41
2,12,9,1,2,0,1,9,15
1,55,27,36,4,17,5,24,19
5,14,21,1,0,1,0,1,1
11,68,42,12,2,12,2,14,22
13,53,52,17,1,7,1,10,10
29,135,145,76,11,25,18,98,130
9,32,27,18,5,4,3,21,22
9,41,45,5,1,3,0,9,11
12,56,53,28,0,16,4,42,48
22,114,108,17,7,8,3,26,21
17,79,59,42,8,32,10,72,70
0,3,3,7,0,0,1,3,2
24,150,135,89,10,45,20,116,126
13,73,72,5,3,3,1,5,4
14,83,58,6,2,9,8,29,21
9,59,49,12,0,11,4,11,18
3,37,32,9,1,3,2,25,22
18,124,111,117,14,41,22,115,83
4,13,14,32,4,15,1,24,23
8,50,36,29,8,17,8,35,40
2,20,15,24,4,9,1,17,14
4,48,50,30,8,20,7,38,48
12,91,88,48,9,23,8,62,50
12,47,38,49,1,17,7,25,29
11,40,39,25,9,12,6,33,37
12,31,57,18,9,8,9,41,58
21,101,110,110,22,38,14,99,111
18,80,73,95,16,41,17,77,87
11,37,43,7,2,6,0,6,9
10,54,65,35,8,24,12,43,48
27,188,188,19,8,5,4,12,19
15,51,51,48,7,26,7,50,43
13,69,61,70,9,28,16,60,49
23,151,103,182,11,66,14,146,172
50,234,209,241,29,92,28,208,206
11,69,28,65,8,24,9,56,39
19,92,74,67,11,28,13,65,79
40,214,181,180,33,92,30,209,206
22,116,120,83,11,37,16,114,110
20,97,86,68,6,41,3,66,66
22,137,128,229,20,80,25,177,147
12,60,69,8,3,2,1,3,6
26,122,105,86,15,30,7,65,80
6,16,21,9,6,12,3,10,11
3,8,11,15,3,14,7,8,10
12,76,71,57,8,37,14,59,59
9,29,14,9,5,12,5,13,17
8,33,40,9,0,4,5,16,30
3,9,12,15,3,9,2,11,12
17,98,73,9,4,7,4,15,19
13,40,35,11,6,10,2,7,6
17,65,73,18,3,16,7,42,45
8,64,51,12,1,7,2,10,11
5,25,14,6,0,3,0,2,3
10,44,48,13,2,8,6,28,26
10,44,37,17,4,10,3,12,12
32,137,150,94,11,57,17,129,139
9,52,40,24,6,14,10,27,54
12,51,45,13,3,12,3,14,26
22,70,62,13,4,14,9,45,59
42,224,181,139,17,69,33,129,156
1,11,15,16,3,15,3,35,30
8,55,48,10,4,6,2,38,47
11,41,48,3,3,0,3,11,13
11,89,83,4,2,9,2,13,20
10,44,46,9,3,5,2,15,9
14,29,31,11,2,2,2,10,20
7,50,51,17,2,13,9,32,47
0,0,0,6,0,1,0,0,0
3,9,21,4,0,3,2,10,14
8,22,22,4,1,2,1,1,4
9,25,15,14,3,13,3,11,11
3,42,29,16,8,14,4,39,47
15,106,98,15,5,6,8,45,73
15,82,69,22,3,13,2,12,19
2,42,51,25,8,24,9,35,32
11,39,33,17,2,7,9,15,26
11,54,45,9,3,5,1,19,35
23,130,109,54,8,29,12,73,86
12,36,42,14,1,10,7,25,27
6,14,19,7,1,3,2,20,16
15,98,79,45,12,28,17,38,62
0,4,7,6,0,5,0,6,5
7,50,37,14,5,16,4,24,22
15,122,91,23,8,11,5,40,42
0,3,3,5,0,2,0,3,3
12,50,38,11,3,9,12,44,27
19,103,119,9,1,4,0,12,17
13,29,26,27,3,16,3,19,20
11,17,20,0,2,2,1,3,0
19,122,110,7,1,5,7,41,31
4,22,20,11,2,5,5,47,48
4,41,26,23,1,13,3,22,14
25,148,118,53,8,36,13,98,115
5,39,23,30,4,16,1,33,32
7,40,33,8,2,3,5,16,8
8,24,30,15,1,12,4,22,26
2,15,10,22,3,9,5,12,2
8,11,8,13,3,5,3,11,6
9,18,22,8,0,2,2,12,10
1,30,22,15,2,7,10,24,33
58,342,212,148,18,74,24,173,173
10,72,66,21,5,11,2,22,31
18,78,64,21,2,22,10,38,62
19,169,134,29,4,16,12,93,81
13,63,66,4,3,3,3,25,28
12,55,68,7,3,2,1,7,2
14,99,77,21,3,10,2,20,16
5,29,23,4,2,3,2,4,11
41,185,167,9,6,6,3,28,25
3,26,19,4,2,7,1,14,11
13,113,82,58,9,38,14,79,43
17,74,63,31,5,15,10,62,71
15,95,60,17,4,20,6,43,28
13,92,63,39,12,24,9,40,47
41,256,218,128,18,75,32,178,176
9,123,87,72,16,26,12,71,82
3,17,9,9,1,5,5,15,9
9,52,65,2,1,1,0,3,5
49,233,197,81,11,57,16,150,177
7,13,23,22,9,17,5,17,11
2,4,7,11,1,8,3,6,5
1,4,10,10,2,8,3,9,5
1,8,6,7,0,3,1,7,2
2,9,12,21,3,10,1,6,10
5,13,14,19,4,9,4,11,10
34,160,153,67,9,39,16,152,151
57,302,181,121,13,82,29,209,236
55,328,297,103,10,76,30,230,195
37,202,170,69,12,59,25,115,111
37,180,165,64,13,35,14,136,114
21,170,161,54,7,31,12,87,86
37,144,116,55,9,34,19,107,106
23,77,74,35,11,26,11,60,72
10,39,31,12,2,9,3,24,29
19,92,93,34,10,17,7,46,56
9,31,25,11,4,9,1,24,30
15,91,74,64,11,35,20,90,88
21,120,120,50,8,31,7,72,104
3,28,22,27,11,13,7,46,31
18,172,115,81,9,46,13,128,114
20,102,90,56,16,22,9,68,80
26,120,98,78,9,40,15,78,89
6,61,58,70,9,25,7,70,67
24,109,161,44,2,20,6,36,36
21,76,58,69,12,33,12,68,58
9,44,31,22,7,12,6,12,23
27,131,93,124,15,46,12,96,113
13,56,61,39,5,19,5,39,36
36,197,189,71,25,48,16,125,132
8,51,43,6,3,7,6,22,33
28,114,116,87,10,41,10,86,82
19,108,81,43,8,22,4,50,57
19,103,84,61,12,32,8,74,76
3,19,27,5,0,6,5,16,36
3,5,6,1,1,1,2,2,0
0,4,1,5,2,6,5,4,4
20,124,100,84,11,36,7,82,84
13,70,57,45,13,19,11,34,36
34,159,115,137,12,55,15,117,152
22,160,144,134,14,60,17,129,147
10,68,76,8,1,7,1,13,12
24,157,149,96,15,45,17,104,120
10,21,29,16,7,12,6,10,19
11,19,24,8,1,3,1,12,10
1,5,7,2,2,0,5,2,10
18,80,74,15,1,2,1,22,25
12,72,78,7,1,2,0,9,2
6,38,28,22,4,16,6,32,24
2,14,12,1,0,0,0,0,3
8,15,14,10,5,8,2,10,11
13,76,83,13,2,9,4,13,20
19,92,89,17,6,8,7,37,35
42,175,166,125,22,61,14,140,161
28,106,96,116,11,50,10,114,129
2,28,22,25,1,13,4,18,16
32,129,113,174,25,70,21,156,179
8,38,54,6,1,5,2,15,33
24,124,102,132,11,56,8,114,135
24,98,77,61,9,34,18,83,66
19,68,79,54,13,30,7,51,47
15,36,35,15,4,5,1,15,18
29,152,141,80,11,41,13,84,109
9,35,54,7,3,2,3,10,4
7,31,39,15,1,11,6,14,8
10,60,52,56,16,25,6,55,56
12,63,63,104,7,39,11,80,66
1,0,3,7,1,1,0,1,2
4,31,28,2,1,1,1,3,0
29,126,130,17,6,7,7,28,26
12,66,65,46,14,27,9,53,39
26,69,73,96,13,56,17,91,92
9,39,37,22,8,14,4,43,31
8,34,61,11,1,10,1,13,12
12,52,49,4,0,1,1,4,5
13,68,45,76,6,22,8,79,82
8,32,28,37,2,11,4,53,32
5,24,18,33,10,19,3,30,30
24,133,109,169,20,61,29,147,169
11,41,47,13,5,12,7,22,27
10,70,62,86,14,49,8,97,75
17,105,89,115,12,42,16,107,90
17,105,132,20,6,14,8,54,59
49,239,205,365,40,129,34,308,306
2,3,6,8,2,1,2,5,3
5,29,20,52,13,35,10,46,42
5,30,38,55,12,25,12,40,47
9,19,18,16,2,13,4,13,22
10,69,68,61,11,21,12,65,54
14,72,76,42,5,28,18,117,113
25,105,95,144,20,47,21,126,108
7,28,21,36,3,17,6,27,41
0,4,8,9,1,4,3,10,10
13,67,60,61,4,24,7,57,55
12,52,49,34,7,14,5,24,36
13,41,32,43,8,22,6,42,31
20,80,53,38,6,21,6,39,42
16,99,83,80,13,41,17,68,63
8,26,36,23,12,15,5,23,15
14,52,57,17,7,9,6,16,27
6,24,23,7,3,14,0,11,13
9,81,79,50,17,27,10,45,50
38,160,156,170,26,64,25,166,176
18,112,126,74,8,36,11,86,91
18,89,49,64,9,20,9,59,42
3,4,5,6,1,0,1,1,3
6,35,29,24,4,11,10,30,42
7,38,35,37,5,21,3,37,40
5,9,8,7,1,3,1,6,9
5,3,12,17,6,11,3,11,13
5,38,24,29,3,16,3,23,42
27,188,173,156,24,71,13,166,164
9,36,25,6,4,6,4,21,24
8,45,45,26,11,18,5,40,46
9,40,39,3,2,4,3,7,6
12,31,43,14,0,4,9,63,66
5,16,18,8,1,3,3,13,14
7,17,27,2,0,0,4,10,14
20,120,140,85,16,38,20,77,97
17,102,111,80,19,37,14,99,108
13,39,35,18,5,18,6,20,35
58,319,279,234,27,93,34,259,295
15,63,42,18,3,11,2,32,35
20,91,70,25,2,11,8,87,86
4,16,12,13,3,8,1,11,13
5,36,26,17,0,10,4,30,57
9,31,16,7,0,8,5,40,39
18,110,82,9,1,7,6,27,39
9,84,58,47,5,36,13,99,105
9,58,48,6,2,6,8,56,71
4,24,19,25,6,14,7,34,54
5,62,48,19,3,15,11,88,81
12,43,49,4,1,2,4,16,19
1,7,7,6,0,2,2,16,19
13,76,54,12,5,8,7,60,84
10,61,56,4,2,4,10,49,84
21,134,82,37,7,21,15,83,56
18,89,70,22,3,10,12,104,113
4,18,7,3,0,4,2,13,9
1,5,5,5,0,4,1,11,12
3,9,11,15,11,7,2,10,8
14,62,47,33,6,24,12,47,43
4,27,23,5,0,1,1,24,12
9,33,35,17,2,8,1,36,50
63,430,300,187,18,100,35,280,266
38,159,137,63,16,47,11,104,120
4,28,12,5,1,3,1,6,15
29,147,111,74,11,46,22,102,122
13,107,77,12,1,3,3,47,53
9,51,40,3,0,2,2,10,1
11,72,87,42,5,21,4,31,42
14,50,40,13,2,10,3,14,14
19,143,84,60,8,35,7,79,78
48,304,209,94,19,86,22,173,198
12,36,32,6,0,1,1,1,4
11,75,57,42,4,22,6,56,48
12,26,27,8,2,4,2,9,6
28,142,92,58,9,29,20,95,106
18,69,53,6,1,2,2,18,20
7,59,47,25,4,16,4,28,26
12,66,45,23,3,8,7,40,41
5,52,43,27,4,12,6,37,53
6,25,25,23,7,12,1,21,34
3,6,17,3,1,4,3,7,8
21,117,84,36,3,10,10,46,65
8,29,41,5,1,1,2,2,5
6,14,14,1,0,0,1,2,2
2,8,10,5,1,4,0,8,14
9,75,47,43,13,16,12,59,47
18,84,62,42,7,31,9,60,75
29,178,102,77,7,48,17,109,120
57,286,206,41,6,25,13,87,89
9,66,58,46,9,34,5,57,45
11,66,51,5,5,2,1,7,8
10,76,66,5,1,6,2,3,6
27,131,135,81,22,80,12,129,132
5,13,9,2,0,1,2,5,10
9,53,53,37,10,34,4,46,56
8,12,11,11,1,5,4,3,10
13,65,69,33,1,19,5,29,54
50,201,138,98,16,50,16,121,130
6,40,42,26,3,14,2,33,32
9,36,30,36,7,14,8,37,30
1,11,7,9,2,3,2,9,7
12,44,38,30,5,10,7,35,49
31,159,172,136,25,80,22,187,190
31,172,111,92,14,46,19,90,126
