gene_id	Neu96h_R1
ENSG00000006451.4	6.585513221
ENSG00000006453.10	0.063478326
ENSG00000006459.7	1.711096942
ENSG00000006468.10	1.196527483
ENSG00000006530.12	0.694515235
ENSG00000006534.12	10.70393757
ENSG00000006576.13	3.824749667
ENSG00000006607.10	2.882968581
ENSG00000006625.14	7.916782074
ENSG00000006634.4	3.318423218
ENSG00000006652.10	13.23893633
ENSG00000006695.7	0.555813969
ENSG00000006704.7	0.716010811
ENSG00000006712.11	15.30556183
ENSG00000006715.12	22.62740719
ENSG00000006740.13	1.212038956
ENSG00000006744.15	11.87520353
ENSG00000006747.11	0.005418837
ENSG00000006756.12	4.547105472
ENSG00000006757.8	4.671006092
ENSG00000006831.9	12.33567701
ENSG00000006837.8	0.298663666
ENSG00000007047.11	3.333527768
ENSG00000007080.7	17.36677153
ENSG00000007168.9	16.02469628
ENSG00000007202.11	51.58128945
ENSG00000007237.15	14.8094573
ENSG00000007255.7	12.34521151
ENSG00000007264.10	1.03703728
ENSG00000007341.15	5.709359504
ENSG00000007350.13	0.018596183
ENSG00000007372.17	0.7111845
ENSG00000007376.4	4.368313266
ENSG00000007384.12	0.002296375
ENSG00000007392.13	45.09986025
ENSG00000007516.10	0.249915709
ENSG00000007520.3	6.079913495
ENSG00000007541.11	5.613176838
ENSG00000007545.12	3.588106235
ENSG00000007866.15	0.572201992
ENSG00000007923.12	15.4174739
ENSG00000007944.11	1.271491672
ENSG00000007968.6	2.809955128
ENSG00000008018.8	57.52142605
ENSG00000008056.9	0.576244012
ENSG00000008083.10	9.900925171
ENSG00000008128.19	11.384793
ENSG00000008130.12	71.83740452
ENSG00000008256.12	2.413329453
ENSG00000008282.4	18.71411456
ENSG00000008283.12	0.026032215
ENSG00000008294.17	29.71663016
ENSG00000008300.11	0.435617006
ENSG00000008324.7	11.44022133
ENSG00000008382.12	1.742994738
ENSG00000008394.9	12.43764811
ENSG00000008405.8	1.054809883
ENSG00000008438.4	25.87757128
ENSG00000008441.13	1.439985486
ENSG00000008513.11	13.41058548
ENSG00000008516.13	8.633136391
ENSG00000008517.13	0.036270541
ENSG00000008710.14	12.01724629
ENSG00000008838.14	38.03428924
ENSG00000008853.13	1.770416633
ENSG00000008869.8	10.66181333
ENSG00000008952.13	71.05107494
ENSG00000008988.6	1616.117443
ENSG00000009307.12	104.2368139
ENSG00000009335.14	8.812101352
ENSG00000009413.12	7.367985789
ENSG00000009780.12	1.593225001
ENSG00000009790.11	39.70531626
ENSG00000009830.8	1.837892084
ENSG00000009844.12	11.14364194
ENSG00000009950.12	5.109016221
ENSG00000009954.7	16.02135752
ENSG00000010017.10	23.51640886
ENSG00000010072.12	2.403744431
ENSG00000010165.16	5.877896187
ENSG00000010219.10	15.46127471
ENSG00000010244.13	48.90850839
ENSG00000010256.7	71.60470374
ENSG00000010270.10	8.270325246
ENSG00000010278.8	1.188847332
ENSG00000010292.9	32.36895398
ENSG00000010295.16	21.28373394
ENSG00000010310.5	3.185408213
ENSG00000010318.16	1.80980776
ENSG00000010319.3	0.037599775
ENSG00000010322.12	15.92207517
ENSG00000010361.10	4.741786383
ENSG00000010379.12	0.186008761
ENSG00000010404.14	16.67634654
ENSG00000010539.8	6.379575326
ENSG00000010610.6	58.44874143
ENSG00000010626.11	3.164871947
ENSG00000010671.12	42.5357872
ENSG00000010803.13	9.52731563
ENSG00000010810.14	4.244315474
ENSG00000010818.5	6.389485329
ENSG00000010932.12	0.004937796
ENSG00000011007.9	6.494387756
ENSG00000011009.7	13.500657
ENSG00000011021.18	2.164785059
ENSG00000011028.10	3.741965084
ENSG00000011105.8	0.037928936
ENSG00000011132.8	6.977032662
ENSG00000011143.13	4.966464778
ENSG00000011198.4	1.636157619
ENSG00000011243.14	75.5531054
ENSG00000011258.12	4.9643651
ENSG00000011260.10	2.030316661
ENSG00000011275.15	12.32608675
ENSG00000011295.12	3.007928246
ENSG00000011304.13	36.93216573
ENSG00000011347.6	0.013977203
ENSG00000011376.6	1.488921898
ENSG00000011405.10	12.80408446
ENSG00000011422.8	63.75603883
ENSG00000011426.7	4.011232151
ENSG00000011451.14	5.597911074
ENSG00000011454.13	4.315931798
ENSG00000011465.13	0.006752111
ENSG00000011478.8	2.072052202
ENSG00000011485.11	12.79109153
ENSG00000011523.10	1.804329195
ENSG00000011566.11	3.139298373
ENSG00000011600.8	1806.265946
ENSG00000011638.7	1.906518255
ENSG00000012048.16	7.72998979
ENSG00000012061.12	53.29927277
ENSG00000012124.11	0.0575708
ENSG00000012174.8	1.464203507
ENSG00000012211.9	6.86457744
ENSG00000012223.9	0.244678397
ENSG00000012232.5	4.471182023
ENSG00000012660.10	19.29044146
ENSG00000012817.12	0.099487946
ENSG00000012822.12	67.66928177
ENSG00000012983.8	6.414455128
ENSG00000013275.4	18.40886827
ENSG00000013288.5	7.344079138
ENSG00000013306.12	32.47807086
ENSG00000013364.15	42.3533146
ENSG00000013374.12	11.34153044
ENSG00000013375.12	5.138406283
ENSG00000013441.12	49.52554328
ENSG00000013503.6	1.785025813
ENSG00000013523.6	5.329542013
ENSG00000013561.14	5.590239407
ENSG00000013563.10	10.11928466
ENSG00000013573.13	2.767630073
ENSG00000013583.5	9.01065157
ENSG00000013588.5	0.004071045
ENSG00000013619.10	0.007346898
ENSG00000013725.11	0.068044105
ENSG00000013810.15	26.3075822
ENSG00000014123.9	3.428093928
ENSG00000014138.5	3.687006064
ENSG00000014164.6	2.44761903
ENSG00000014216.12	41.13154243
ENSG00000014257.12	13.85949279
ENSG00000014641.14	20.48903785
ENSG00000014824.10	12.3953091
ENSG00000014914.16	0.218236299
ENSG00000014919.9	9.546780392
ENSG00000015133.15	19.62600458
ENSG00000015153.11	9.410036082
ENSG00000015171.15	3.247584181
ENSG00000015285.7	69.1218096
ENSG00000015475.15	24.70070833
ENSG00000015479.14	42.6986247
ENSG00000015532.6	3.312409794
ENSG00000015676.14	11.71115202
ENSG00000016864.13	11.55103912
ENSG00000017260.16	15.38718266
ENSG00000017483.11	4.966818077
ENSG00000017797.8	19.33809004
ENSG00000018189.9	2.273138417
ENSG00000018280.13	2.603268614
ENSG00000018408.11	0.019354956
ENSG00000018510.9	4.840698072
ENSG00000018610.10	9.778222449
ENSG00000018625.11	0.087405066
ENSG00000018699.8	2.729970072
ENSG00000018869.13	0.342070781
ENSG00000019144.13	0.028429893
ENSG00000019186.6	0.353015671
ENSG00000019505.4	0.07617867
ENSG00000019582.11	97.57093361
ENSG00000019991.12	0.308093681
ENSG00000019995.6	5.667621902
ENSG00000020129.12	3.58768325
ENSG00000020256.16	3.292621683
ENSG00000020426.7	5.522301485
ENSG00000020633.15	31.22517558
ENSG00000020922.9	3.357250617
ENSG00000021355.9	117.2871796
ENSG00000021574.8	3.106622186
ENSG00000021762.16	7.580602998
ENSG00000021776.7	13.83192112
ENSG00000021826.11	1.192422332
ENSG00000022267.13	0.717553493
ENSG00000022277.9	40.8612143
ENSG00000022567.6	4.566276412
ENSG00000022840.12	75.79622624
ENSG00000022976.12	3.153444332
ENSG00000023041.8	10.8007922
ENSG00000023171.11	1.67656412
ENSG00000023228.10	9.982395654
ENSG00000023287.9	10.72945166
ENSG00000023318.7	12.47776382
ENSG00000023330.11	36.45128803
ENSG00000023445.10	0.081579729
ENSG00000023516.8	4.749084555
ENSG00000023572.5	3.215388116
ENSG00000023697.9	3.380147377
ENSG00000023734.7	20.15895366
ENSG00000023892.10	24.6392823
ENSG00000023902.10	60.87377283
ENSG00000023909.6	2.188807419
ENSG00000024048.7	4.210612172
ENSG00000024526.13	0.809745166
ENSG00000024862.13	5.729245647
ENSG00000025039.11	15.46269541
ENSG00000025156.9	1.351211273
ENSG00000025293.12	23.28688361
ENSG00000025423.8	0.030112489
ENSG00000025434.15	2.728973522
ENSG00000025708.9	21.85668483
ENSG00000025770.15	7.08251035
ENSG00000025772.7	2.90160622
ENSG00000025796.10	29.46063995
ENSG00000025800.10	3.390890718
ENSG00000026025.10	83.60388687
ENSG00000026036.17	0.629015647
ENSG00000026103.16	0.456492403
ENSG00000026297.12	73.60980096
ENSG00000026508.13	61.01517654
ENSG00000026652.10	0.004662146
ENSG00000026751.13	0.07695035
ENSG00000026950.13	7.659880127
ENSG00000027001.7	0.882891146
ENSG00000027075.10	0.08982203
ENSG00000027697.9	32.70262489
ENSG00000027847.10	2.76733855
ENSG00000027869.8	0.041607547
ENSG00000028116.13	3.013139933
ENSG00000028137.13	51.16080013
ENSG00000028203.14	9.402231507
ENSG00000028277.17	2.082019775
ENSG00000028310.14	11.0811337
ENSG00000028528.11	41.25023976
ENSG00000028839.6	5.52536556
ENSG00000029153.11	0.146487868
ENSG00000029363.12	8.974049567
ENSG00000029364.8	6.75232698
ENSG00000029639.7	4.195364714
ENSG00000029725.13	5.757782601
ENSG00000029993.11	1.399917098
ENSG00000030066.10	8.932800481
ENSG00000030110.9	7.627256397
ENSG00000030582.13	297.4098406
ENSG00000031003.7	5.913086706
ENSG00000031081.7	0.133728912
ENSG00000031691.6	1.141628318
ENSG00000031698.9	22.39795292
ENSG00000031823.11	17.94342567
ENSG00000032219.15	16.64660136
ENSG00000032389.9	4.325771012
ENSG00000032444.12	22.06806163
ENSG00000032742.14	2.037770639
ENSG00000033011.8	2.890917755
ENSG00000033030.10	10.83067108
ENSG00000033050.4	4.535064254
ENSG00000033100.11	10.70668909
ENSG00000033170.13	0.92047761
ENSG00000033178.9	15.80440187
ENSG00000033327.9	4.098014982
ENSG00000033627.11	41.15602635
ENSG00000033800.10	36.26677448
ENSG00000033867.13	4.094474529
ENSG00000034152.15	15.79280044
ENSG00000034510.5	552.6354236
ENSG00000034533.8	1.964551915
ENSG00000034677.8	17.69957737
ENSG00000034693.11	2.933799788
ENSG00000034713.4	20.1008699
ENSG00000035115.18	3.189011191
ENSG00000035141.4	8.277902396
ENSG00000035403.13	24.37341761
ENSG00000035499.9	2.406493684
ENSG00000035664.8	5.356791703
ENSG00000035681.4	19.60664408
ENSG00000035687.9	11.87940149
ENSG00000035720.4	1.279874579
ENSG00000035862.9	35.4206834
ENSG00000035928.11	33.16224906
ENSG00000036054.9	8.359431384
ENSG00000036257.9	36.3948189
ENSG00000036549.9	11.36844987
ENSG00000036672.12	0.302820897
ENSG00000037042.8	2.600181929
ENSG00000037241.4	12.47081975
ENSG00000037474.11	12.5047649
ENSG00000037637.7	9.566115344
ENSG00000037749.8	3.936865066
ENSG00000037757.10	12.91966186
ENSG00000037897.13	2.643082122
ENSG00000038002.5	8.559728095
ENSG00000038210.10	2.756981326
ENSG00000038219.9	30.50459799
ENSG00000038274.13	20.61328991
ENSG00000038358.11	16.87704316
ENSG00000038382.14	9.230695702
ENSG00000038427.12	0.031904148
ENSG00000038532.11	8.470641145
ENSG00000038945.11	0.166712307
ENSG00000039068.15	0.354754993
ENSG00000039123.12	4.474611397
ENSG00000039319.13	1.20028246
ENSG00000039523.14	11.33391489
ENSG00000039560.10	0.03055639
ENSG00000039650.6	24.38641589
ENSG00000040199.15	0.156270909
ENSG00000040275.13	1.532316108
ENSG00000040341.14	10.07599795
ENSG00000040487.9	3.001812681
ENSG00000040531.11	2.549172703
ENSG00000040608.10	0.095644923
ENSG00000040633.9	9.960294707
ENSG00000040933.12	10.99473661
ENSG00000041357.12	28.31968741
ENSG00000041802.7	13.637048
ENSG00000041880.11	1.148362028
ENSG00000041982.11	0.179589367
ENSG00000041988.12	3.534430778
ENSG00000042088.10	6.318467516
ENSG00000042317.13	1.577037457
ENSG00000042429.7	9.934705364
ENSG00000042445.10	5.83388971
ENSG00000042493.12	132.6949884
ENSG00000042753.8	27.66432597
ENSG00000042980.9	13.02746717
ENSG00000043093.10	9.323721131
ENSG00000043143.17	3.330983332
ENSG00000043355.7	0.087814345
ENSG00000043462.8	61.57002806
ENSG00000043514.12	7.219761417
ENSG00000044090.5	5.583228755
ENSG00000044115.17	5.717663827
ENSG00000044446.8	22.00707151
ENSG00000044459.11	0.979105569
ENSG00000044574.7	19.31896548
ENSG00000046647.10	2.307692898
ENSG00000046651.11	5.118820973
ENSG00000046653.11	0.035853641
ENSG00000047056.11	4.433979007
ENSG00000047188.12	2.861556946
ENSG00000047230.11	3.453115715
ENSG00000047249.13	17.56179616
ENSG00000047315.11	26.65327492
ENSG00000047346.9	8.158968301
ENSG00000047365.8	4.69237787
ENSG00000047410.10	40.5164425
ENSG00000047457.10	0.022412619
ENSG00000047578.9	4.236841371
ENSG00000047579.16	4.498451754
ENSG00000047621.8	3.862679877
ENSG00000047849.18	9.438027145
ENSG00000047932.10	6.025026538
ENSG00000048028.8	10.25590741
ENSG00000048052.18	0.077006997
ENSG00000048140.14	1.756292887
ENSG00000048162.16	14.55431181
ENSG00000048392.8	4.746329494
ENSG00000048405.6	8.503110946
ENSG00000048471.10	1.167422125
ENSG00000048544.5	4.421673607
ENSG00000048649.10	34.1042782
ENSG00000048707.10	5.990415055
ENSG00000048740.14	8.769001235
ENSG00000048828.13	12.04436116
ENSG00000048991.13	6.347477135
ENSG00000049089.10	8.654744987
ENSG00000049130.10	0.102594351
ENSG00000049167.10	2.07170265
ENSG00000049192.11	0.033848248
ENSG00000049239.9	4.917951621
ENSG00000049245.9	17.4982794
ENSG00000049249.5	0.575300794
ENSG00000049283.14	0.008792261
ENSG00000049323.12	0.243399711
ENSG00000049449.5	1.146491947
ENSG00000049541.7	24.11506799
ENSG00000049618.18	6.372586068
ENSG00000049656.10	7.826937758
ENSG00000049759.13	0.483702459
ENSG00000049769.9	0.303946785
ENSG00000049860.10	13.44477071
ENSG00000050030.10	0.094146997
ENSG00000050130.14	12.82268098
ENSG00000050344.8	0.152090634
ENSG00000050393.8	3.667726564
ENSG00000050405.10	3.599060936
ENSG00000050426.12	28.64550425
ENSG00000050438.13	0.998463692
ENSG00000050730.12	0.170830222
ENSG00000050748.14	6.905201744
ENSG00000050767.12	33.93051425
ENSG00000050820.13	0.161051988
ENSG00000051009.7	30.17351301
ENSG00000051108.11	38.35205489
ENSG00000051128.15	3.168982061
ENSG00000051180.13	2.257321624
ENSG00000051341.10	2.397905188
ENSG00000051382.5	13.11129081
ENSG00000051523.7	132.4990382
ENSG00000051596.6	2.305929515
ENSG00000051620.7	6.767685313
ENSG00000051825.11	22.74240016
ENSG00000052126.11	0.14288144
ENSG00000052723.8	7.877680882
ENSG00000052749.10	12.45205487
ENSG00000052795.9	2.018872207
ENSG00000052802.9	4.411481914
ENSG00000052841.11	26.56631074
ENSG00000053254.12	8.731286058
ENSG00000053371.9	8.180693993
ENSG00000053372.4	4.839431722
ENSG00000053501.9	1.346603445
ENSG00000053770.8	14.63643734
ENSG00000053900.7	5.141168496
ENSG00000053918.12	0.457073488
ENSG00000054116.8	19.8384723
ENSG00000054118.10	17.34407368
ENSG00000054148.14	14.30976076
ENSG00000054179.8	0.022023294
ENSG00000054219.10	1.862600878
ENSG00000054267.17	25.22646051
ENSG00000054277.9	6.058368674
ENSG00000054356.10	0.070720093
ENSG00000054523.13	1.78501401
ENSG00000054598.6	2.08914817
ENSG00000054611.10	19.86501474
ENSG00000054654.12	3.344267547
ENSG00000054690.10	0.086047473
ENSG00000054793.10	0.071135784
ENSG00000054965.7	4.9946045
ENSG00000054967.9	23.63075744
ENSG00000054983.13	4.281496647
ENSG00000055044.7	11.82888136
ENSG00000055070.13	39.8191237
ENSG00000055130.12	4.0473133
ENSG00000055147.14	10.50339312
ENSG00000055163.15	21.8602109
ENSG00000055208.14	11.74017739
ENSG00000055211.9	3.304781803
ENSG00000055332.13	6.05961581
ENSG00000055483.16	14.47244475
ENSG00000055609.14	24.7177223
ENSG00000055917.12	13.74123816
ENSG00000055950.13	16.81401407
ENSG00000055955.12	2.433539204
ENSG00000056050.6	2.882572661
ENSG00000056097.12	22.06949808
ENSG00000056277.12	0.849123825
ENSG00000056558.7	1.846214589
ENSG00000056586.12	9.487874701
ENSG00000056972.15	7.598522076
ENSG00000057019.12	0.636392672
ENSG00000057252.9	1.717558165
ENSG00000057294.10	0.011157974
ENSG00000057608.13	28.10550103
ENSG00000057657.11	2.195625354
ENSG00000057663.9	6.255746901
ENSG00000057704.7	0.20491457
ENSG00000057757.6	13.24312618
ENSG00000057935.10	3.094835936
ENSG00000058056.5	0.30445523
ENSG00000058063.12	10.23745033
ENSG00000058091.13	1.937818363
ENSG00000058262.6	33.48178308
ENSG00000058272.12	73.17630735
ENSG00000058335.12	0.37390304
ENSG00000058404.16	0.067892694
ENSG00000058453.13	2.163358562
ENSG00000058600.12	8.271036433
ENSG00000058668.11	16.48663679
ENSG00000058673.12	16.70008907
ENSG00000058729.7	2.313205783
ENSG00000058799.10	10.12328336
ENSG00000058804.11	2.79784466
ENSG00000058866.11	3.550370782
ENSG00000059122.13	7.687719366
ENSG00000059145.15	16.09510432
ENSG00000059377.12	24.41370638
ENSG00000059378.9	2.975161182
ENSG00000059573.5	6.590986552
ENSG00000059588.6	10.27775634
ENSG00000059691.8	7.144076967
ENSG00000059728.7	10.56346467
ENSG00000059758.4	8.475831568
ENSG00000059769.16	0.543593436
ENSG00000059804.12	128.7615908
ENSG00000059915.13	0.735827542
ENSG00000060069.13	8.211363118
ENSG00000060138.9	32.11490756
ENSG00000060237.13	44.27732384
ENSG00000060303.5	1.254209127
ENSG00000060339.10	36.05056818
ENSG00000060491.13	22.44780702
ENSG00000060558.3	4.993280414
ENSG00000060642.7	3.070948442
ENSG00000060688.9	10.24468013
ENSG00000060749.11	4.644034675
ENSG00000060762.15	18.72875421
ENSG00000060971.14	72.8840612
ENSG00000060982.11	4.600537247
ENSG00000061273.14	6.180606262
ENSG00000061656.6	0.858959206
ENSG00000061676.11	0.165442365
ENSG00000061794.9	5.553880505
ENSG00000061936.6	24.53324902
ENSG00000061938.13	15.43599632
ENSG00000061987.11	11.36411023
ENSG00000062038.10	0.498734277
ENSG00000062194.12	9.468490714
ENSG00000062282.11	0.431609657
ENSG00000062485.15	34.42175918
ENSG00000062582.10	24.30645503
ENSG00000062598.14	10.15644369
ENSG00000062650.14	18.25655973
ENSG00000062716.7	31.50700756
ENSG00000062725.6	4.4925079
ENSG00000062822.9	16.85070096
ENSG00000063046.14	32.03128949
ENSG00000063169.7	5.565368021
ENSG00000063176.12	2.713261845
ENSG00000063177.9	676.9223419
ENSG00000063180.5	4.214990235
ENSG00000063241.4	1.82058747
ENSG00000063244.9	33.3000972
ENSG00000063245.11	14.18335292
ENSG00000063322.10	6.329211481
ENSG00000063438.13	16.70735812
ENSG00000063587.13	0.750176227
ENSG00000063601.13	3.77871332
ENSG00000063660.5	0.30424038
ENSG00000063761.12	0.666694718
ENSG00000063854.9	12.71348839
ENSG00000063978.12	17.77315698
ENSG00000064012.18	40.45276913
ENSG00000064102.11	14.84024115
ENSG00000064115.7	23.74644036
ENSG00000064195.7	0.057759173
ENSG00000064199.3	0.994567112
ENSG00000064201.12	13.09404628
ENSG00000064225.9	9.291262446
ENSG00000064300.5	0.035355437
ENSG00000064313.8	16.14535227
ENSG00000064393.12	15.93852001
ENSG00000064419.10	16.37679319
ENSG00000064489.18	2.668557951
ENSG00000064490.10	24.95567696
ENSG00000064545.11	3.190218556
ENSG00000064547.10	31.92381125
ENSG00000064601.13	80.46792809
ENSG00000064607.13	37.83794456
ENSG00000064651.10	1.114447624
ENSG00000064655.15	0.056823338
ENSG00000064666.11	204.4959582
ENSG00000064687.9	23.3087328
ENSG00000064703.8	2.466019405
ENSG00000064726.6	23.06751809
ENSG00000064763.7	3.55987021
ENSG00000064933.13	6.081412226
ENSG00000064961.15	20.49982547
ENSG00000064995.13	12.09750266
ENSG00000064999.13	3.119748001
ENSG00000065000.12	23.61977675
ENSG00000065029.11	7.8903154
ENSG00000065054.10	0.062636623
ENSG00000065057.4	0.957355659
ENSG00000065060.13	2.208530714
ENSG00000065135.8	1.944568556
ENSG00000065150.15	11.65614283
ENSG00000065154.8	5.085543688
ENSG00000065183.12	3.832730234
ENSG00000065243.15	12.79201965
ENSG00000065268.7	10.10741489
ENSG00000065308.4	0.966649106
ENSG00000065320.5	0.015245771
ENSG00000065328.13	0.307296431
ENSG00000065357.16	21.83074613
ENSG00000065361.11	0.463073115
ENSG00000065413.13	24.85375745
ENSG00000065427.11	45.2478319
ENSG00000065457.7	15.0565739
ENSG00000065485.14	1.285184499
ENSG00000065491.8	2.942503733
ENSG00000065518.7	150.4536065
ENSG00000065526.7	19.66829532
ENSG00000065534.15	0.027667701
ENSG00000065548.14	18.52362322
ENSG00000065559.11	1.822173748
ENSG00000065600.9	4.420434813
ENSG00000065609.11	0.309324307
ENSG00000065613.10	10.21505654
ENSG00000065615.10	5.088877868
ENSG00000065618.13	5.463773259
ENSG00000065665.17	3.559502989
ENSG00000065802.8	2.767540262
ENSG00000065809.10	34.36919288
ENSG00000065833.8	0.288542934
ENSG00000065882.12	32.50334603
ENSG00000065883.11	13.71341602
ENSG00000065911.8	22.3994203
ENSG00000065923.6	0.490886259
ENSG00000065970.5	4.133275317
ENSG00000065978.14	106.1135614
ENSG00000065989.12	0.556113747
ENSG00000066027.8	12.92568954
ENSG00000066044.10	14.48570976
ENSG00000066056.10	0.283116756
ENSG00000066084.9	5.166110241
ENSG00000066117.11	5.657432343
ENSG00000066135.9	8.570170906
ENSG00000066136.16	21.50279914
ENSG00000066185.9	0.637380409
ENSG00000066230.7	0.791679463
ENSG00000066279.13	4.094526873
ENSG00000066294.11	2.024581447
ENSG00000066322.9	16.96299949
ENSG00000066336.8	185.6620459
ENSG00000066382.13	0.419873549
ENSG00000066422.4	4.504044487
ENSG00000066427.18	15.7930645
ENSG00000066455.9	6.844389852
ENSG00000066557.5	2.378280938
ENSG00000066583.8	0.223714244
ENSG00000066651.14	1.825707061
ENSG00000066654.9	5.343268834
ENSG00000066697.11	0.995272638
ENSG00000066739.8	6.459959955
ENSG00000066777.5	13.1249739
ENSG00000066827.12	3.784411769
ENSG00000066855.12	2.641072933
ENSG00000066926.7	4.127581551
ENSG00000066933.12	5.799630687
ENSG00000067048.13	1.097276376
ENSG00000067057.13	7.17251444
ENSG00000067064.7	5.283357032
ENSG00000067066.13	21.17011169
ENSG00000067082.11	20.50166912
ENSG00000067113.13	0.950366335
ENSG00000067141.13	2.067400704
ENSG00000067167.4	21.95783688
ENSG00000067182.4	92.82305035
ENSG00000067191.12	0.062221398
ENSG00000067208.11	4.503024437
ENSG00000067221.10	0.775206442
ENSG00000067225.14	786.4850588
ENSG00000067248.6	2.650695846
ENSG00000067334.10	13.95212608
ENSG00000067365.11	11.57612159
ENSG00000067369.10	11.89614619
ENSG00000067533.5	1.858629964
ENSG00000067560.7	193.1339355
ENSG00000067596.7	12.97394496
ENSG00000067601.7	0.126887934
ENSG00000067606.12	0.809204944
ENSG00000067704.9	4.257142829
ENSG00000067798.10	0.174274501
ENSG00000067829.15	50.00971831
ENSG00000067836.9	40.42426658
ENSG00000067840.9	0.008887072
ENSG00000067842.14	0.044011417
ENSG00000067900.6	30.10258685
ENSG00000067955.10	9.18073118
ENSG00000067992.9	3.011193316
ENSG00000068001.10	3.381033747
ENSG00000068024.13	11.08010425
ENSG00000068028.14	16.81603315
ENSG00000068079.4	8.413804708
ENSG00000068097.11	5.923892943
ENSG00000068120.11	23.00521097
ENSG00000068137.11	0.973382201
ENSG00000068305.14	7.477628591
ENSG00000068308.10	28.66230459
ENSG00000068323.13	18.17957302
ENSG00000068354.12	2.755493778
ENSG00000068366.16	17.62343446
ENSG00000068383.15	2.746120296
ENSG00000068394.10	4.859297948
ENSG00000068400.10	45.17944391
ENSG00000068438.11	6.869898039
ENSG00000068489.9	8.867468254
ENSG00000068650.15	18.35825945
ENSG00000068654.12	3.956159643
ENSG00000068697.6	26.37118336
ENSG00000068724.12	2.642994374
ENSG00000068745.11	47.48851947
ENSG00000068784.9	6.187735916
ENSG00000068796.13	2.285676326
ENSG00000068831.15	29.10303664
ENSG00000068878.11	9.642670776
ENSG00000068885.11	5.937057581
ENSG00000068903.16	17.48274489
ENSG00000068912.10	5.82762123
ENSG00000068971.10	6.462730173
ENSG00000068976.10	0.489034915
ENSG00000069011.12	4.004020731
ENSG00000069188.13	0.132668588
ENSG00000069248.10	13.88162045
ENSG00000069275.12	50.44310209
ENSG00000069329.12	17.44537419
ENSG00000069345.8	14.19314125
ENSG00000069399.9	2.519039674
ENSG00000069424.11	36.18264697
ENSG00000069482.6	2.346580632
ENSG00000069493.11	17.35888815
ENSG00000069509.5	5.466601472
ENSG00000069702.7	0.676212693
ENSG00000069849.7	7.898143421
