gene_id	Mon96h_R2
ENSG00000010539.8	4.580804403
ENSG00000010610.6	62.86521612
ENSG00000010626.11	1.577862363
ENSG00000010671.12	20.75783449
ENSG00000010803.13	15.85775692
ENSG00000010810.14	0.410011036
ENSG00000010818.5	1.827882019
ENSG00000010932.12	0.008358058
ENSG00000011007.9	7.36014482
ENSG00000011009.7	7.367113105
ENSG00000011021.18	3.28532183
ENSG00000011028.10	2.334022977
ENSG00000011105.8	0.010749188
ENSG00000011132.8	8.708641417
ENSG00000011143.13	3.005492921
ENSG00000011198.4	0.870052423
ENSG00000011243.14	39.1710078
ENSG00000011258.12	2.820969317
ENSG00000011260.10	2.925150866
ENSG00000011275.15	9.064277502
ENSG00000011295.12	2.014266513
ENSG00000011304.13	41.88667597
ENSG00000011347.6	0.037857956
ENSG00000011376.6	1.436759085
ENSG00000011405.10	3.618833439
ENSG00000011422.8	156.7348452
ENSG00000011426.7	3.75898948
ENSG00000011451.14	10.69262633
ENSG00000011454.13	3.356108313
ENSG00000011465.13	0.000810063
ENSG00000011478.8	2.202016576
ENSG00000011485.11	19.83095925
ENSG00000011523.10	0.884439932
ENSG00000011566.11	1.841913586
ENSG00000011600.8	1520.686458
ENSG00000011638.7	0.873666239
ENSG00000012048.16	8.23214393
ENSG00000012061.12	64.58206577
ENSG00000012124.11	0.09539041
ENSG00000012174.8	0.702693054
ENSG00000012211.9	7.117733099
ENSG00000012223.9	0.189782597
ENSG00000012232.5	1.484953244
ENSG00000012660.10	15.87962058
ENSG00000012817.12	0.034569328
ENSG00000012822.12	41.27863942
ENSG00000012983.8	3.373298946
ENSG00000013275.4	17.34751535
ENSG00000013288.5	7.548921577
ENSG00000013306.12	66.00060378
ENSG00000013364.15	6.453106386
ENSG00000013374.12	4.893448824
ENSG00000013375.12	2.374484173
ENSG00000013441.12	24.54321696
ENSG00000013503.6	0.877050184
ENSG00000013523.6	2.659884984
ENSG00000013561.14	2.805651741
ENSG00000013563.10	12.46683363
ENSG00000013573.13	3.847703284
ENSG00000013583.5	6.023346826
ENSG00000013588.5	0.004254602
ENSG00000013619.10	0.05092005
ENSG00000013725.11	0.162849356
ENSG00000013810.15	57.12754015
ENSG00000014123.9	1.64074817
ENSG00000014138.5	6.725727994
ENSG00000014164.6	3.779031721
ENSG00000014216.12	42.93498075
ENSG00000014257.12	13.09972718
ENSG00000014641.14	19.5244236
ENSG00000014824.10	4.995129249
ENSG00000014914.16	2.278015413
ENSG00000014919.9	4.009873896
ENSG00000015133.15	19.62149584
ENSG00000015153.11	5.667181323
ENSG00000015171.15	1.591692009
ENSG00000015285.7	93.9575111
ENSG00000015475.15	16.55212942
ENSG00000015479.14	14.52561427
ENSG00000015532.6	4.746281024
ENSG00000015676.14	8.28482251
ENSG00000016864.13	6.272107114
ENSG00000017260.16	7.854144857
ENSG00000017483.11	21.26379185
ENSG00000017797.8	11.63571061
ENSG00000018189.9	0.468819019
ENSG00000018280.13	80.98127257
ENSG00000018408.11	0.037977547
ENSG00000018510.9	1.577315982
ENSG00000018610.10	3.574392271
ENSG00000018625.11	0.023025923
ENSG00000018699.8	2.085719426
ENSG00000018869.13	0.589063436
ENSG00000019144.13	0.079948679
ENSG00000019186.6	2.729956077
ENSG00000019505.4	0.004311555
ENSG00000019582.11	33.74017307
ENSG00000019991.12	3.163367887
ENSG00000019995.6	4.602712999
ENSG00000020129.12	5.603019103
ENSG00000020256.16	3.160989618
ENSG00000020426.7	2.971891287
ENSG00000020633.15	57.10730653
ENSG00000020922.9	2.432421823
ENSG00000021355.9	53.45083405
ENSG00000021574.8	1.233118018
ENSG00000021762.16	18.10960004
ENSG00000021776.7	14.89368886
ENSG00000021826.11	0.534384195
ENSG00000022267.13	0.126486372
ENSG00000022277.9	17.50611306
ENSG00000022567.6	6.388607603
ENSG00000022840.12	20.25550031
ENSG00000022976.12	1.703319336
ENSG00000023041.8	13.05556947
ENSG00000023171.11	1.037620351
ENSG00000023228.10	6.668149976
ENSG00000023287.9	3.599735211
ENSG00000023318.7	7.323394453
ENSG00000023330.11	67.40584489
ENSG00000023445.10	5.885098657
ENSG00000023516.8	3.584942389
ENSG00000023572.5	2.131419683
ENSG00000023697.9	3.06944106
ENSG00000023734.7	9.985838436
ENSG00000023892.10	11.57232993
ENSG00000023902.10	19.62166406
ENSG00000023909.6	0.705015861
ENSG00000024048.7	2.413382627
ENSG00000024526.13	0.486117553
ENSG00000024862.13	3.757187539
ENSG00000025039.11	5.589355571
ENSG00000025156.9	1.189847145
ENSG00000025293.12	7.201411034
ENSG00000025423.8	0.136327452
ENSG00000025434.15	4.069143188
ENSG00000025708.9	12.85835956
ENSG00000025770.15	2.213051794
ENSG00000025772.7	5.077989178
ENSG00000025796.10	27.30851839
ENSG00000025800.10	1.236848654
ENSG00000026025.10	58.53491292
ENSG00000026036.17	0.666471379
ENSG00000026103.16	1.84110405
ENSG00000026297.12	33.49867518
ENSG00000026508.13	146.4630486
ENSG00000026652.10	0.040946658
ENSG00000026751.13	3.498048521
ENSG00000026950.13	3.0586624
ENSG00000027001.7	0.772157664
ENSG00000027075.10	0.071311817
ENSG00000027697.9	57.72255057
ENSG00000027847.10	10.37234629
ENSG00000027869.8	1.340733577
ENSG00000028116.13	1.608001871
ENSG00000028137.13	92.4278221
ENSG00000028203.14	8.432265775
ENSG00000028277.17	17.30705407
ENSG00000028310.14	10.133095
ENSG00000028528.11	16.55589859
ENSG00000028839.6	2.690677674
ENSG00000029153.11	0.765361439
ENSG00000029363.12	10.12719664
ENSG00000029364.8	4.958515615
ENSG00000029639.7	2.653305353
ENSG00000029725.13	2.840154587
ENSG00000029993.11	3.720531273
ENSG00000030066.10	6.002527072
ENSG00000030110.9	2.379860845
ENSG00000030582.13	449.664701
ENSG00000031003.7	2.377002956
ENSG00000031081.7	0.14361964
ENSG00000031691.6	0.453413062
ENSG00000031698.9	7.881910611
ENSG00000031823.11	20.33185409
ENSG00000032219.15	6.428868581
ENSG00000032389.9	3.557292391
ENSG00000032444.12	32.21331134
ENSG00000032742.14	0.748687859
ENSG00000033011.8	4.987741834
ENSG00000033030.10	8.886508185
ENSG00000033050.4	7.946363963
ENSG00000033100.11	6.39017757
ENSG00000033170.13	0.576893034
ENSG00000033178.9	6.957600007
ENSG00000033327.9	9.595562012
ENSG00000033627.11	39.43944602
ENSG00000033800.10	39.97109541
ENSG00000033867.13	3.524460463
ENSG00000034152.15	7.114569719
ENSG00000034510.5	145.732919
ENSG00000034533.8	0.631773219
ENSG00000034677.8	3.624577105
ENSG00000034693.11	1.491375719
ENSG00000034713.4	3.45701394
ENSG00000035115.18	3.738904382
ENSG00000035141.4	10.98595418
ENSG00000035403.13	7.736863127
ENSG00000035499.9	0.836473115
ENSG00000035664.8	0.777696759
ENSG00000035681.4	33.09959414
ENSG00000035687.9	7.384669451
ENSG00000035720.4	1.021735694
ENSG00000035862.9	33.52618537
ENSG00000035928.11	31.13355051
ENSG00000036054.9	5.589411152
ENSG00000036257.9	17.08870165
ENSG00000036549.9	4.377787267
ENSG00000036672.12	0.17269106
ENSG00000037042.8	0.474310942
ENSG00000037241.4	5.897932133
ENSG00000037474.11	11.75312543
ENSG00000037637.7	6.734295905
ENSG00000037749.8	0.958557292
ENSG00000037757.10	7.625876655
ENSG00000037897.13	6.4686361
ENSG00000038002.5	4.094510487
ENSG00000038210.10	12.98615999
ENSG00000038219.9	11.91760813
ENSG00000038274.13	18.71754356
ENSG00000038358.11	20.336571
ENSG00000038382.14	6.046525128
ENSG00000038427.12	2.090601194
ENSG00000038532.11	7.968393873
ENSG00000038945.11	0.170017106
ENSG00000039068.15	0.060355183
ENSG00000039123.12	2.129963122
ENSG00000039319.13	1.318631947
ENSG00000039523.14	10.83379825
ENSG00000039560.10	0.240556498
ENSG00000039650.6	14.34897424
ENSG00000040199.15	0.122612585
ENSG00000040275.13	1.416570854
ENSG00000040341.14	8.114817533
ENSG00000040487.9	2.237485871
ENSG00000040531.11	2.531565277
ENSG00000040608.10	0.314858439
ENSG00000040633.9	18.9820827
ENSG00000040933.12	4.621995679
ENSG00000041357.12	35.14349012
ENSG00000041802.7	13.43967649
ENSG00000041880.11	1.6560519
ENSG00000041982.11	0.553575038
ENSG00000041988.12	2.49781935
ENSG00000042088.10	2.041076813
ENSG00000042317.13	0.354687187
ENSG00000042429.7	5.934517264
ENSG00000042445.10	5.738199566
ENSG00000042493.12	161.7838601
ENSG00000042753.8	25.91888969
ENSG00000042980.9	12.63279679
ENSG00000043093.10	3.458178248
ENSG00000043143.17	2.417276572
ENSG00000043355.7	0.021385547
ENSG00000043462.8	36.67359767
ENSG00000043514.12	4.688239713
ENSG00000044090.5	2.969442797
ENSG00000044115.17	2.706754365
ENSG00000044446.8	8.893892685
ENSG00000044459.11	0.88148444
ENSG00000044574.7	13.77037314
ENSG00000046647.10	2.182525102
ENSG00000046651.11	5.450822839
ENSG00000046653.11	0.036856953
ENSG00000047056.11	5.024852226
ENSG00000047188.12	1.135341284
ENSG00000047230.11	1.689409605
ENSG00000047249.13	5.990103519
ENSG00000047315.11	9.887638822
ENSG00000047346.9	3.754774247
ENSG00000047365.8	2.302840303
ENSG00000047410.10	28.68507246
ENSG00000047457.10	0.082721064
ENSG00000047578.9	2.238839565
ENSG00000047579.16	3.028856014
ENSG00000047621.8	2.368148629
ENSG00000047849.18	9.474433752
ENSG00000047932.10	3.784225816
ENSG00000048028.8	5.513294627
ENSG00000048052.18	0.517867643
ENSG00000048140.14	1.333812216
ENSG00000048162.16	15.94909751
ENSG00000048392.8	1.532621806
ENSG00000048405.6	8.833843177
ENSG00000048471.10	1.132004388
ENSG00000048544.5	5.808131159
ENSG00000048649.10	28.50502804
ENSG00000048707.10	4.035491367
ENSG00000048740.14	6.909131336
ENSG00000048828.13	15.31991994
ENSG00000048991.13	16.75587025
ENSG00000049089.10	3.897605555
ENSG00000049130.10	0.373815144
ENSG00000049167.10	0.725602874
ENSG00000049192.11	0.171304747
ENSG00000049239.9	6.53046539
ENSG00000049245.9	8.641568667
ENSG00000049249.5	4.855591014
ENSG00000049283.14	0.016283662
ENSG00000049323.12	0.050347188
ENSG00000049449.5	2.962508503
ENSG00000049541.7	13.61506898
ENSG00000049618.18	4.834213037
ENSG00000049656.10	19.92556132
ENSG00000049759.13	0.157459962
ENSG00000049769.9	0.177853762
ENSG00000049860.10	21.24245543
ENSG00000050030.10	0.032731616
ENSG00000050130.14	8.006422653
ENSG00000050344.8	0.514431638
ENSG00000050393.8	3.826465742
ENSG00000050405.10	7.071413374
ENSG00000050426.12	21.6042522
ENSG00000050438.13	0.794970565
ENSG00000050730.12	0.000357483
ENSG00000050748.14	5.387107038
ENSG00000050767.12	25.29921275
ENSG00000050820.13	0.116780338
ENSG00000051009.7	14.51824928
ENSG00000051108.11	11.88224755
ENSG00000051128.15	40.20538865
ENSG00000051180.13	1.774806826
ENSG00000051341.10	2.595694631
ENSG00000051382.5	8.747017859
ENSG00000051523.7	73.85217184
ENSG00000051596.6	2.773001838
ENSG00000051620.7	3.784471047
ENSG00000051825.11	11.05093996
ENSG00000052126.11	0.020358797
ENSG00000052723.8	4.700148204
ENSG00000052749.10	7.672764661
ENSG00000052795.9	1.427273319
ENSG00000052802.9	3.856157603
ENSG00000052841.11	20.10922399
ENSG00000053254.12	8.298261557
ENSG00000053371.9	4.318079044
ENSG00000053372.4	5.921954138
ENSG00000053501.9	1.203655341
ENSG00000053770.8	8.466102173
ENSG00000053900.7	2.849492647
ENSG00000053918.12	0.447206491
ENSG00000054116.8	11.43546112
ENSG00000054118.10	17.47739396
ENSG00000054148.14	31.45544719
ENSG00000054179.8	0.009396245
ENSG00000054219.10	0.941132009
ENSG00000054267.17	9.862392494
ENSG00000054277.9	2.932010212
ENSG00000054356.10	0.086142768
ENSG00000054523.13	0.881751874
ENSG00000054598.6	0.17186262
ENSG00000054611.10	7.558698687
ENSG00000054654.12	0.282170745
ENSG00000054690.10	0.027758233
ENSG00000054793.10	0.415569733
ENSG00000054965.7	3.698232645
ENSG00000054967.9	13.25061037
ENSG00000054983.13	2.60574322
ENSG00000055044.7	11.70388671
ENSG00000055070.13	38.47014445
ENSG00000055130.12	2.97928673
ENSG00000055147.14	2.787545656
ENSG00000055163.15	6.010088318
ENSG00000055208.14	12.74576507
ENSG00000055211.9	1.681768907
ENSG00000055332.13	2.972454417
ENSG00000055483.16	16.22126399
ENSG00000055609.14	18.11046093
ENSG00000055917.12	9.425431559
ENSG00000055950.13	14.77505947
ENSG00000055955.12	1.90953976
ENSG00000056050.6	2.380893016
ENSG00000056097.12	14.47686126
ENSG00000056277.12	1.309061485
ENSG00000056558.7	3.749871458
ENSG00000056586.12	4.110578021
ENSG00000056972.15	7.304674812
ENSG00000057019.12	1.016036174
ENSG00000057252.9	1.612276657
ENSG00000057294.10	0.010378535
ENSG00000057608.13	16.7747731
ENSG00000057657.11	6.147266879
ENSG00000057663.9	3.395262965
ENSG00000057704.7	0.611129799
ENSG00000057757.6	6.012640764
ENSG00000057935.10	2.385299745
ENSG00000058056.5	1.044093238
ENSG00000058063.12	4.144930202
ENSG00000058091.13	3.169060981
ENSG00000058262.6	28.80115758
ENSG00000058272.12	29.54075783
ENSG00000058335.12	0.879255327
ENSG00000058404.16	0.156845809
ENSG00000058453.13	0.290209635
ENSG00000058600.12	5.277980598
ENSG00000058668.11	13.83133161
ENSG00000058673.12	20.59430642
ENSG00000058729.7	2.260026198
ENSG00000058799.10	8.038476525
ENSG00000058804.11	4.192554752
ENSG00000058866.11	6.079776834
ENSG00000059122.13	8.996970228
ENSG00000059145.15	15.12673696
ENSG00000059377.12	24.33107552
ENSG00000059378.9	0.757090265
ENSG00000059573.5	5.676944893
ENSG00000059588.6	6.263619619
ENSG00000059691.8	5.299029598
ENSG00000059728.7	24.05078837
ENSG00000059758.4	6.738175554
ENSG00000059769.16	0.507260805
ENSG00000059804.12	30.05144894
ENSG00000059915.13	0.498158351
ENSG00000060069.13	19.66691194
ENSG00000060138.9	112.1949109
ENSG00000060237.13	12.38336664
ENSG00000060303.5	1.355835617
ENSG00000060339.10	22.40906007
ENSG00000060491.13	7.682172233
ENSG00000060558.3	11.81608646
ENSG00000060642.7	2.365550758
ENSG00000060688.9	11.7657377
ENSG00000060749.11	6.929341199
ENSG00000060762.15	30.56461131
ENSG00000060971.14	13.24391681
ENSG00000060982.11	3.573104709
ENSG00000061273.14	17.15625119
ENSG00000061656.6	0.241772613
ENSG00000061676.11	0.067902433
ENSG00000061794.9	5.268284818
ENSG00000061936.6	33.41605229
ENSG00000061938.13	31.01393439
ENSG00000061987.11	4.143802456
ENSG00000062038.10	0.05153323
ENSG00000062194.12	3.549472803
ENSG00000062282.11	5.282458031
ENSG00000062485.15	50.16767291
ENSG00000062582.10	46.68023143
ENSG00000062598.14	14.64656929
ENSG00000062650.14	5.954764978
ENSG00000062716.7	53.58492092
ENSG00000062725.6	1.93475786
ENSG00000062822.9	20.00503569
ENSG00000063046.14	41.19602411
ENSG00000063169.7	4.649362889
ENSG00000063176.12	5.576326738
ENSG00000063177.9	303.5104103
ENSG00000063180.5	3.783389859
ENSG00000063241.4	14.58717465
ENSG00000063244.9	65.17012154
ENSG00000063245.11	17.41025088
ENSG00000063322.10	4.951760152
ENSG00000063438.13	10.64011598
ENSG00000063587.13	1.756480909
ENSG00000063601.13	1.766080549
ENSG00000063660.5	0.07027768
ENSG00000063761.12	2.03714941
ENSG00000063854.9	6.394109634
ENSG00000063978.12	20.4047054
ENSG00000064012.18	16.7335283
ENSG00000064102.11	11.22360296
ENSG00000064115.7	9.581353898
ENSG00000064195.7	0.147581161
ENSG00000064199.3	0.634981452
ENSG00000064201.12	11.37263394
ENSG00000064225.9	18.09432072
ENSG00000064300.5	0.010222364
ENSG00000064313.8	13.67686133
ENSG00000064393.12	15.44337798
ENSG00000064419.10	11.07108011
ENSG00000064489.18	3.485819731
ENSG00000064490.10	13.16342062
ENSG00000064545.11	10.99945348
ENSG00000064547.10	53.51846788
ENSG00000064601.13	105.5877575
ENSG00000064607.13	46.81661783
ENSG00000064651.10	0.159727355
ENSG00000064655.15	0.195510634
ENSG00000064666.11	155.8067938
ENSG00000064687.9	13.9340903
ENSG00000064703.8	2.128925268
ENSG00000064726.6	8.017067952
ENSG00000064763.7	8.232975035
ENSG00000064933.13	4.462610928
ENSG00000064961.15	42.37928421
ENSG00000064995.13	6.548969196
ENSG00000064999.13	1.84451504
ENSG00000065000.12	29.00091859
ENSG00000065029.11	8.038647804
ENSG00000065054.10	0.195224777
ENSG00000065057.4	0.981856086
ENSG00000065060.13	1.199269481
ENSG00000065135.8	1.121240829
ENSG00000065150.15	6.462131796
ENSG00000065154.8	5.188710246
ENSG00000065183.12	2.10448847
ENSG00000065243.15	4.595747261
ENSG00000065268.7	9.101951358
ENSG00000065308.4	1.113638695
ENSG00000065320.5	0.005772028
ENSG00000065328.13	0.901636763
ENSG00000065357.16	52.84999968
ENSG00000065361.11	0.146727031
ENSG00000065413.13	20.36441433
ENSG00000065427.11	44.04817238
ENSG00000065457.7	10.95118874
ENSG00000065485.14	2.478361715
ENSG00000065491.8	1.917581745
ENSG00000065518.7	76.03816688
ENSG00000065526.7	35.35237409
ENSG00000065534.15	0.11370511
ENSG00000065548.14	24.1728414
ENSG00000065559.11	1.287588293
ENSG00000065600.9	5.624205696
ENSG00000065609.11	0.019955957
ENSG00000065613.10	4.151378048
ENSG00000065615.10	2.058086292
ENSG00000065618.13	1.678379664
ENSG00000065665.17	1.656476586
ENSG00000065802.8	5.390021989
ENSG00000065809.10	19.04493906
ENSG00000065833.8	1.466961946
ENSG00000065882.12	9.600788354
ENSG00000065883.11	12.48673748
ENSG00000065911.8	6.147063522
ENSG00000065923.6	1.007673188
ENSG00000065970.5	4.620385028
ENSG00000065978.14	79.75647339
ENSG00000065989.12	4.562560743
ENSG00000066027.8	3.544345008
ENSG00000066044.10	12.59688753
ENSG00000066056.10	1.465310022
ENSG00000066084.9	2.097631126
ENSG00000066117.11	29.30238072
ENSG00000066135.9	4.124032574
ENSG00000066136.16	24.960278
ENSG00000066185.9	1.254747878
ENSG00000066230.7	0.00340634
ENSG00000066279.13	1.712168985
ENSG00000066294.11	3.842812784
ENSG00000066322.9	25.41369711
ENSG00000066336.8	291.1911651
ENSG00000066382.13	0.184742186
ENSG00000066422.4	2.2420489
ENSG00000066427.18	6.003600296
ENSG00000066455.9	6.408710674
ENSG00000066557.5	1.434066455
ENSG00000066583.8	0.369672747
ENSG00000066651.14	1.143203246
ENSG00000066654.9	3.545420697
ENSG00000066697.11	0.826726157
ENSG00000066739.8	1.993787682
ENSG00000066777.5	6.325726259
ENSG00000066827.12	2.991839287
ENSG00000066855.12	1.298123448
ENSG00000066926.7	2.627218351
ENSG00000066933.12	2.820981538
ENSG00000067048.13	0.18675829
ENSG00000067057.13	3.827468563
ENSG00000067064.7	2.125799025
ENSG00000067066.13	11.55881761
ENSG00000067082.11	13.26046748
ENSG00000067113.13	9.022953546
ENSG00000067141.13	0.002254156
ENSG00000067167.4	19.94628593
ENSG00000067182.4	112.9288467
ENSG00000067191.12	0.453299997
ENSG00000067208.11	2.406160858
ENSG00000067221.10	0.842777354
ENSG00000067225.14	1197.205432
ENSG00000067248.6	1.594589644
ENSG00000067334.10	12.21016814
ENSG00000067365.11	15.1501695
ENSG00000067369.10	4.791302687
ENSG00000067533.5	2.345106838
ENSG00000067560.7	114.0827841
ENSG00000067596.7	5.265951017
ENSG00000067601.7	0.188972301
ENSG00000067606.12	0.133330919
ENSG00000067704.9	2.223578393
ENSG00000067798.10	0.433395786
ENSG00000067829.15	42.22871346
ENSG00000067836.9	35.67479323
ENSG00000067840.9	0.004182892
ENSG00000067842.14	0.061247266
ENSG00000067900.6	10.94265979
ENSG00000067955.10	6.851340015
ENSG00000067992.9	1.263010825
ENSG00000068001.10	3.18619738
ENSG00000068024.13	10.03051733
ENSG00000068028.14	6.034601452
ENSG00000068079.4	5.35307538
ENSG00000068097.11	4.555494358
ENSG00000068120.11	81.02244183
ENSG00000068137.11	0.675466564
ENSG00000068305.14	6.310742484
ENSG00000068308.10	23.6296964
ENSG00000068323.13	18.67438066
ENSG00000068354.12	2.124202244
ENSG00000068366.16	12.35108424
ENSG00000068383.15	4.274527122
ENSG00000068394.10	3.958305408
ENSG00000068400.10	20.43108927
ENSG00000068438.11	16.33340034
ENSG00000068489.9	4.990951115
ENSG00000068650.15	15.91932161
ENSG00000068654.12	3.755598341
ENSG00000068697.6	24.9464189
ENSG00000068724.12	10.57446624
ENSG00000068745.11	12.37473819
ENSG00000068784.9	4.485162451
ENSG00000068796.13	1.876011977
ENSG00000068831.15	18.0572102
ENSG00000068878.11	8.949740699
ENSG00000068885.11	5.544439765
ENSG00000068903.16	15.08384019
ENSG00000068912.10	5.544827412
ENSG00000068971.10	2.018486064
ENSG00000068976.10	0.323014832
ENSG00000069011.12	13.77781543
ENSG00000069188.13	0.566327158
ENSG00000069248.10	6.684058205
ENSG00000069275.12	16.65322021
ENSG00000069329.12	9.807013563
ENSG00000069345.8	7.158810562
ENSG00000069399.9	42.33414782
ENSG00000069424.11	77.7331143
ENSG00000069482.6	6.438659396
ENSG00000069493.11	9.877764087
ENSG00000069509.5	1.58307914
ENSG00000069702.7	0.17678284
