gene_id	Mac96h_R2
ENSG00000005884.14	42.50923127
ENSG00000005889.12	2.444236887
ENSG00000005893.12	15.03682235
ENSG00000005961.14	0.129315966
ENSG00000006007.8	14.73586979
ENSG00000006015.14	1.856150152
ENSG00000006016.7	0.019867041
ENSG00000006025.8	7.475121686
ENSG00000006062.10	3.148905895
ENSG00000006118.11	6.746264575
ENSG00000006125.13	9.303300647
ENSG00000006194.7	4.472646285
ENSG00000006210.6	2.248825184
ENSG00000006282.16	2.697293381
ENSG00000006327.10	1.54727733
ENSG00000006451.4	4.884989262
ENSG00000006453.10	0.009722868
ENSG00000006459.7	3.657851502
ENSG00000006468.10	1.463923633
ENSG00000006530.12	0.182236627
ENSG00000006534.12	6.656507418
ENSG00000006576.13	0.815615532
ENSG00000006607.10	1.510703169
ENSG00000006625.14	16.37753181
ENSG00000006634.4	0.759862855
ENSG00000006652.10	13.66224307
ENSG00000006695.7	2.522680471
ENSG00000006704.7	2.486354915
ENSG00000006712.11	10.04616772
ENSG00000006715.12	8.68819973
ENSG00000006740.13	4.413882343
ENSG00000006744.15	6.760743425
ENSG00000006747.11	0.128137356
ENSG00000006756.12	1.203946657
ENSG00000006757.8	5.493216285
ENSG00000006831.9	7.003388631
ENSG00000006837.8	2.142016215
ENSG00000007047.11	2.845812458
ENSG00000007080.7	13.65982281
ENSG00000007168.9	9.684203266
ENSG00000007202.11	26.39222257
ENSG00000007237.15	12.08367007
ENSG00000007255.7	2.537544639
ENSG00000007264.10	16.33222705
ENSG00000007341.15	8.954196846
ENSG00000007350.13	0.046010661
ENSG00000007372.17	0.116026138
ENSG00000007376.4	2.913206562
ENSG00000007384.12	0.283256611
ENSG00000007392.13	12.54984684
ENSG00000007516.10	0.512672566
ENSG00000007520.3	2.223780099
ENSG00000007541.11	0.991579881
ENSG00000007545.12	2.645729314
ENSG00000007866.15	5.008029663
ENSG00000007923.12	19.9815244
ENSG00000007944.11	0.721630008
ENSG00000007968.6	0.107781225
ENSG00000008018.8	24.12986953
ENSG00000008056.9	0.448472904
ENSG00000008083.10	25.82772408
ENSG00000008128.19	3.271969087
ENSG00000008130.12	11.0760211
ENSG00000008256.12	2.549456257
ENSG00000008282.4	3.100715162
ENSG00000008283.12	0.0299597
ENSG00000008294.17	31.41435858
ENSG00000008300.11	0.297428572
ENSG00000008324.7	4.446165126
ENSG00000008382.12	0.202522224
ENSG00000008394.9	287.0614726
ENSG00000008405.8	0.380396654
ENSG00000008438.4	0.17988622
ENSG00000008441.13	0.957198111
ENSG00000008513.11	7.104995906
ENSG00000008516.13	0.210773948
ENSG00000008517.13	0.667034413
ENSG00000008710.14	2.516698715
ENSG00000008838.14	31.47184806
ENSG00000008853.13	20.44860545
ENSG00000008869.8	2.694042711
ENSG00000008952.13	17.23364791
ENSG00000008988.6	706.9000704
ENSG00000009307.12	125.3557835
ENSG00000009335.14	2.330526183
ENSG00000009413.12	1.038564092
ENSG00000009780.12	2.302467778
ENSG00000009790.11	3.488233389
ENSG00000009830.8	1.924807256
ENSG00000009844.12	8.622161204
ENSG00000009950.12	72.53790677
ENSG00000009954.7	14.84298061
ENSG00000010017.10	33.82727402
ENSG00000010072.12	1.625955412
ENSG00000010165.16	7.86397266
ENSG00000010219.10	7.603067001
ENSG00000010244.13	63.96743436
ENSG00000010256.7	49.02944835
ENSG00000010270.10	2.661854048
ENSG00000010278.8	156.5708723
ENSG00000010292.9	16.12489235
ENSG00000010295.16	2.264486777
ENSG00000010310.5	0.138186277
ENSG00000010318.16	1.028592886
ENSG00000010319.3	0.282489685
ENSG00000010322.12	6.745464953
ENSG00000010361.10	6.96750114
ENSG00000010379.12	0.065140711
ENSG00000010404.14	9.693333754
ENSG00000010539.8	0.438465009
ENSG00000010610.6	18.31771693
ENSG00000010626.11	2.099327349
ENSG00000010671.12	17.88167928
ENSG00000010803.13	5.423139143
ENSG00000010810.14	30.60880915
ENSG00000010818.5	0.577866837
ENSG00000010932.12	0.008462227
ENSG00000011007.9	4.926693072
ENSG00000011009.7	14.83710224
ENSG00000011021.18	4.63764157
ENSG00000011028.10	2.442129151
ENSG00000011105.8	0.009402133
ENSG00000011132.8	2.569062072
ENSG00000011143.13	3.142847762
ENSG00000011198.4	17.34053285
ENSG00000011243.14	55.89822011
ENSG00000011258.12	4.73393626
ENSG00000011260.10	3.393926706
ENSG00000011275.15	6.759183828
ENSG00000011295.12	2.060956843
ENSG00000011304.13	14.45324413
ENSG00000011347.6	0.588685174
ENSG00000011376.6	1.473159957
ENSG00000011405.10	2.597027372
ENSG00000011422.8	65.04801602
ENSG00000011426.7	1.43862759
ENSG00000011451.14	3.612232538
ENSG00000011454.13	4.072943826
ENSG00000011465.13	0.000810063
ENSG00000011478.8	0.494592669
ENSG00000011485.11	14.52017235
ENSG00000011523.10	2.326040058
ENSG00000011566.11	2.440168439
ENSG00000011600.8	543.8252046
ENSG00000011638.7	0.463296638
ENSG00000012048.16	2.540610379
ENSG00000012061.12	97.18818014
ENSG00000012124.11	0.445509584
ENSG00000012174.8	2.481757571
ENSG00000012211.9	2.485091317
ENSG00000012223.9	0.078504835
ENSG00000012232.5	1.624186363
ENSG00000012660.10	10.21815716
ENSG00000012817.12	0.011206607
ENSG00000012822.12	97.38362906
ENSG00000012983.8	4.215038047
ENSG00000013275.4	17.28752524
ENSG00000013288.5	4.371408219
ENSG00000013306.12	14.65340929
ENSG00000013364.15	114.7476372
ENSG00000013374.12	11.56225333
ENSG00000013375.12	2.88610473
ENSG00000013441.12	22.84779484
ENSG00000013503.6	1.504245306
ENSG00000013523.6	8.105300203
ENSG00000013561.14	1.835530811
ENSG00000013563.10	8.360603433
ENSG00000013573.13	1.349493039
ENSG00000013583.5	6.217540419
ENSG00000013588.5	0.011295982
ENSG00000013619.10	0.017857463
ENSG00000013725.11	3.515588278
ENSG00000013810.15	12.64911364
ENSG00000014123.9	2.307935795
ENSG00000014138.5	2.2089689
ENSG00000014164.6	1.843808985
ENSG00000014216.12	13.99208833
ENSG00000014257.12	194.3044144
ENSG00000014641.14	20.75636685
ENSG00000014824.10	7.135656678
ENSG00000014914.16	2.678396824
ENSG00000014919.9	7.324713496
ENSG00000015133.15	27.6773655
ENSG00000015153.11	3.361906396
ENSG00000015171.15	2.63008232
ENSG00000015285.7	24.32800875
ENSG00000015475.15	4.48368741
ENSG00000015479.14	37.68529644
ENSG00000015532.6	4.973040531
ENSG00000015676.14	7.147355714
ENSG00000016864.13	6.162560841
ENSG00000017260.16	5.488653946
ENSG00000017483.11	2.66321665
ENSG00000017797.8	15.30622151
ENSG00000018189.9	0.22929373
ENSG00000018280.13	17.64704795
ENSG00000018408.11	0.452635605
ENSG00000018510.9	4.355267262
ENSG00000018610.10	4.705026828
ENSG00000018625.11	0.145576376
ENSG00000018699.8	1.442148734
ENSG00000018869.13	0.312893054
ENSG00000019144.13	3.747478805
ENSG00000019186.6	0.078056843
ENSG00000019505.4	0.032704953
ENSG00000019582.11	4.373823504
ENSG00000019991.12	0.204513039
ENSG00000019995.6	3.822167989
ENSG00000020129.12	6.252697342
ENSG00000020256.16	2.931554471
ENSG00000020426.7	3.188634726
ENSG00000020633.15	10.42718398
ENSG00000020922.9	1.165264843
ENSG00000021355.9	7.766930978
ENSG00000021574.8	1.41537725
ENSG00000021762.16	3.420650534
ENSG00000021776.7	10.31222079
ENSG00000021826.11	1.830451523
ENSG00000022267.13	5.016103201
ENSG00000022277.9	35.47846185
ENSG00000022567.6	3.270194522
ENSG00000022840.12	37.99283025
ENSG00000022976.12	1.753105281
ENSG00000023041.8	2.102359926
ENSG00000023171.11	0.435211138
ENSG00000023228.10	13.59114613
ENSG00000023287.9	3.009665035
ENSG00000023318.7	8.362254017
ENSG00000023330.11	57.83373356
ENSG00000023445.10	1.277207545
ENSG00000023516.8	4.77545481
ENSG00000023572.5	3.281996022
ENSG00000023697.9	1.173969965
ENSG00000023734.7	6.897700114
ENSG00000023892.10	4.893390302
ENSG00000023902.10	18.9243995
ENSG00000023909.6	0.029001951
ENSG00000024048.7	2.014853676
ENSG00000024526.13	0.503600819
ENSG00000024862.13	2.121149149
ENSG00000025039.11	7.115424377
ENSG00000025156.9	0.274491157
ENSG00000025293.12	16.63948229
ENSG00000025423.8	1.349475735
ENSG00000025434.15	17.36079738
ENSG00000025708.9	2.082826761
ENSG00000025770.15	1.287958734
ENSG00000025772.7	4.873299373
ENSG00000025796.10	24.48590335
ENSG00000025800.10	2.658879408
ENSG00000026025.10	85.31623983
ENSG00000026036.17	0.170495466
ENSG00000026103.16	0.413549386
ENSG00000026297.12	34.13432388
ENSG00000026508.13	307.7736411
ENSG00000026652.10	1.492148121
ENSG00000026751.13	13.55741361
ENSG00000026950.13	4.661063878
ENSG00000027001.7	1.004877529
ENSG00000027075.10	0.303538414
ENSG00000027697.9	10.16898114
ENSG00000027847.10	2.023921378
ENSG00000027869.8	0.021274623
ENSG00000028116.13	1.588296416
ENSG00000028137.13	91.54629114
ENSG00000028203.14	17.38983744
ENSG00000028277.17	9.21312815
ENSG00000028310.14	8.016903097
ENSG00000028528.11	13.76017764
ENSG00000028839.6	1.272823685
ENSG00000029153.11	0.207143411
ENSG00000029363.12	9.83267874
ENSG00000029364.8	6.276236977
ENSG00000029639.7	3.765685949
ENSG00000029725.13	13.26266373
ENSG00000029993.11	1.770272379
ENSG00000030066.10	1.439735699
ENSG00000030110.9	12.08810523
ENSG00000030582.13	245.4017088
ENSG00000031003.7	6.920429376
ENSG00000031081.7	1.073429299
ENSG00000031691.6	1.026279855
ENSG00000031698.9	11.50647525
ENSG00000031823.11	18.31820197
ENSG00000032219.15	8.379808256
ENSG00000032389.9	3.87295192
ENSG00000032444.12	31.06626604
ENSG00000032742.14	0.551607614
ENSG00000033011.8	0.647714329
ENSG00000033030.10	3.934022023
ENSG00000033050.4	4.800296664
ENSG00000033100.11	9.103515812
ENSG00000033170.13	1.213353993
ENSG00000033178.9	12.91603495
ENSG00000033327.9	9.219642332
ENSG00000033627.11	74.65004573
ENSG00000033800.10	32.75143486
ENSG00000033867.13	2.546913909
ENSG00000034152.15	3.153486899
ENSG00000034510.5	1232.522775
ENSG00000034533.8	0.758823579
ENSG00000034677.8	28.4544085
ENSG00000034693.11	1.70781635
ENSG00000034713.4	10.25970318
ENSG00000035115.18	4.934698586
ENSG00000035141.4	5.144649908
ENSG00000035403.13	4.0782607
ENSG00000035499.9	0.000417966
ENSG00000035664.8	3.542708003
ENSG00000035681.4	62.46345819
ENSG00000035687.9	14.06365691
ENSG00000035720.4	0.503149047
ENSG00000035862.9	32.5622158
ENSG00000035928.11	18.43304213
ENSG00000036054.9	3.464785177
ENSG00000036257.9	30.37435183
ENSG00000036549.9	5.202400713
ENSG00000036672.12	18.82041764
ENSG00000037042.8	0.20134426
ENSG00000037241.4	3.376923913
ENSG00000037474.11	14.10710795
ENSG00000037637.7	4.374103442
ENSG00000037749.8	3.09526925
ENSG00000037757.10	2.042012523
ENSG00000037897.13	5.253537135
ENSG00000038002.5	6.692938211
ENSG00000038210.10	9.695427981
ENSG00000038219.9	9.139651078
ENSG00000038274.13	24.19126913
ENSG00000038358.11	14.22513395
ENSG00000038382.14	7.59930531
ENSG00000038427.12	0.23750001
ENSG00000038532.11	5.004683499
ENSG00000038945.11	7.482959906
ENSG00000039068.15	0.014148834
ENSG00000039123.12	3.52713613
ENSG00000039319.13	4.885079876
ENSG00000039523.14	14.58338861
ENSG00000039560.10	1.982895732
ENSG00000039650.6	8.441477263
ENSG00000040199.15	0.250248903
ENSG00000040275.13	0.747812044
ENSG00000040341.14	8.080988233
ENSG00000040487.9	0.913078812
ENSG00000040531.11	14.13148171
ENSG00000040608.10	3.273255121
ENSG00000040633.9	20.39851345
ENSG00000040933.12	1.878176117
ENSG00000041357.12	16.77817995
ENSG00000041802.7	7.344348604
ENSG00000041880.11	1.672288168
ENSG00000041982.11	3.078172211
ENSG00000041988.12	3.37373133
ENSG00000042088.10	6.235225373
ENSG00000042317.13	0.690657523
ENSG00000042429.7	11.93799661
ENSG00000042445.10	8.27203981
ENSG00000042493.12	65.35508641
ENSG00000042753.8	11.99183758
ENSG00000042980.9	3.222590309
ENSG00000043093.10	6.054022997
ENSG00000043143.17	1.490326487
ENSG00000043355.7	0.019276956
ENSG00000043462.8	24.22445135
ENSG00000043514.12	5.364496459
ENSG00000044090.5	2.861387409
ENSG00000044115.17	5.287197827
ENSG00000044446.8	7.944349033
ENSG00000044459.11	0.207188145
ENSG00000044574.7	14.43951554
ENSG00000046647.10	3.335069095
ENSG00000046651.11	5.066485083
ENSG00000046653.11	0.322132001
ENSG00000047056.11	2.790917539
ENSG00000047188.12	0.311959916
ENSG00000047230.11	1.361434081
ENSG00000047249.13	19.05033565
ENSG00000047315.11	16.57718566
ENSG00000047346.9	3.112827086
ENSG00000047365.8	3.164607731
ENSG00000047410.10	31.30520839
ENSG00000047457.10	0.029910732
ENSG00000047578.9	7.519399598
ENSG00000047579.16	2.763606434
ENSG00000047621.8	4.060330795
ENSG00000047849.18	43.63854355
ENSG00000047932.10	2.906500126
ENSG00000048028.8	12.71228093
ENSG00000048052.18	3.286569294
ENSG00000048140.14	25.72844619
ENSG00000048162.16	11.90352775
ENSG00000048392.8	3.768061833
ENSG00000048405.6	3.718217177
ENSG00000048471.10	0.899493474
ENSG00000048544.5	3.48860423
ENSG00000048649.10	42.67309543
ENSG00000048707.10	6.801583639
ENSG00000048740.14	5.064857993
ENSG00000048828.13	12.82057445
ENSG00000048991.13	4.220683714
ENSG00000049089.10	2.034311575
ENSG00000049130.10	0.128924982
ENSG00000049167.10	0.653587203
ENSG00000049192.11	1.802680498
ENSG00000049239.9	4.137583639
ENSG00000049245.9	8.623867778
ENSG00000049249.5	0.584706746
ENSG00000049283.14	2.246131718
ENSG00000049323.12	0.39056924
ENSG00000049449.5	0.755862243
ENSG00000049541.7	9.503536575
ENSG00000049618.18	6.024454703
ENSG00000049656.10	5.656191786
ENSG00000049759.13	0.195367804
ENSG00000049769.9	1.77584622
ENSG00000049860.10	11.53032683
ENSG00000050030.10	0.008652383
ENSG00000050130.14	6.41511645
ENSG00000050344.8	0.927165137
ENSG00000050393.8	7.900048066
ENSG00000050405.10	4.892758865
ENSG00000050426.12	13.96827949
ENSG00000050438.13	5.999791439
ENSG00000050730.12	0.003020249
ENSG00000050748.14	4.177527933
ENSG00000050767.12	6.730575245
ENSG00000050820.13	2.198744594
ENSG00000051009.7	7.728292051
ENSG00000051108.11	26.99609103
ENSG00000051128.15	6.974483068
ENSG00000051180.13	1.092398056
ENSG00000051341.10	0.454339409
ENSG00000051382.5	15.72140224
ENSG00000051523.7	33.72526182
ENSG00000051596.6	1.876249271
ENSG00000051620.7	0.856449375
ENSG00000051825.11	4.929517963
ENSG00000052126.11	0.002506511
ENSG00000052723.8	4.031866332
ENSG00000052749.10	19.87880885
ENSG00000052795.9	6.323130949
ENSG00000052802.9	11.85386719
ENSG00000052841.11	22.05948285
ENSG00000053254.12	11.49919936
ENSG00000053371.9	9.338652674
ENSG00000053372.4	4.736942279
ENSG00000053501.9	2.535242191
ENSG00000053770.8	15.81712852
ENSG00000053900.7	2.076643004
ENSG00000053918.12	0.001448186
ENSG00000054116.8	10.07043828
ENSG00000054118.10	18.24190866
ENSG00000054148.14	18.62550913
ENSG00000054179.8	0.051367699
ENSG00000054219.10	0.228803394
ENSG00000054267.17	7.280994591
ENSG00000054277.9	6.543077644
ENSG00000054356.10	0.105240364
ENSG00000054523.13	3.061761836
ENSG00000054598.6	0.426263759
ENSG00000054611.10	4.71958046
ENSG00000054654.12	0.020854092
ENSG00000054690.10	0.020778251
ENSG00000054793.10	12.76848604
ENSG00000054965.7	4.492599014
ENSG00000054967.9	5.423878303
ENSG00000054983.13	2.269373037
ENSG00000055044.7	11.41949996
ENSG00000055070.13	356.9457277
ENSG00000055130.12	2.861939178
ENSG00000055147.14	11.00579885
ENSG00000055163.15	6.510460314
ENSG00000055208.14	14.99089825
ENSG00000055211.9	0.661789033
ENSG00000055332.13	5.448688113
ENSG00000055483.16	12.02793173
ENSG00000055609.14	13.04631258
ENSG00000055917.12	6.014693979
ENSG00000055950.13	12.83964171
ENSG00000055955.12	2.398056564
ENSG00000056050.6	1.880418262
ENSG00000056097.12	27.73679213
ENSG00000056277.12	1.303967606
ENSG00000056558.7	1.111549875
ENSG00000056586.12	5.746978097
ENSG00000056972.15	19.68561353
ENSG00000057019.12	1.003950858
ENSG00000057252.9	1.804661668
ENSG00000057294.10	0.127392774
ENSG00000057608.13	19.4318379
ENSG00000057657.11	2.705254535
ENSG00000057663.9	2.812659534
ENSG00000057704.7	0.347034421
ENSG00000057757.6	5.328407286
ENSG00000057935.10	2.21458508
ENSG00000058056.5	0.502391114
ENSG00000058063.12	10.9704378
ENSG00000058091.13	8.412968234
ENSG00000058262.6	38.82267791
ENSG00000058272.12	31.06880296
ENSG00000058335.12	1.86361035
ENSG00000058404.16	6.181466959
ENSG00000058453.13	1.842017006
ENSG00000058600.12	5.082209817
ENSG00000058668.11	21.14068578
ENSG00000058673.12	22.0733873
ENSG00000058729.7	4.552657699
ENSG00000058799.10	19.13299811
ENSG00000058804.11	3.58630238
ENSG00000058866.11	0.817874253
ENSG00000059122.13	4.44597182
ENSG00000059145.15	5.126363
ENSG00000059377.12	10.64991929
ENSG00000059378.9	3.383582637
ENSG00000059573.5	8.522049145
ENSG00000059588.6	4.715171707
ENSG00000059691.8	7.762541938
ENSG00000059728.7	5.125874316
ENSG00000059758.4	9.190115012
ENSG00000059769.16	0.705338314
ENSG00000059804.12	24.67014742
ENSG00000059915.13	0.876260184
ENSG00000060069.13	4.171401201
ENSG00000060138.9	61.34515209
ENSG00000060237.13	49.82646848
ENSG00000060303.5	0.507872915
ENSG00000060339.10	30.72152039
ENSG00000060491.13	5.82139679
ENSG00000060558.3	1.932039172
ENSG00000060642.7	1.472715703
ENSG00000060688.9	4.441467383
ENSG00000060749.11	9.547338562
ENSG00000060762.15	26.37260111
ENSG00000060971.14	12.57362918
ENSG00000060982.11	10.70663907
ENSG00000061273.14	29.62770726
ENSG00000061656.6	0.064262948
ENSG00000061676.11	1.614636124
ENSG00000061794.9	3.61576294
ENSG00000061936.6	41.78437205
ENSG00000061938.13	17.34076973
ENSG00000061987.11	2.46032703
ENSG00000062038.10	0.019485773
ENSG00000062194.12	3.357840961
ENSG00000062282.11	5.153672482
ENSG00000062485.15	20.83044288
ENSG00000062582.10	23.16764873
ENSG00000062598.14	76.9548676
ENSG00000062650.14	6.835326643
ENSG00000062716.7	26.960821
ENSG00000062725.6	4.787429795
ENSG00000062822.9	27.45094126
ENSG00000063046.14	19.86018519
ENSG00000063169.7	2.641504749
ENSG00000063176.12	1.577830304
ENSG00000063177.9	140.4297507
ENSG00000063180.5	14.58888632
ENSG00000063241.4	5.84534209
ENSG00000063244.9	20.25139353
ENSG00000063245.11	5.823143199
ENSG00000063322.10	3.212393842
ENSG00000063438.13	7.229458963
ENSG00000063587.13	2.056317274
ENSG00000063601.13	2.213593538
ENSG00000063660.5	0.128592536
ENSG00000063761.12	1.25365959
ENSG00000063854.9	9.972339025
ENSG00000063978.12	19.96654146
ENSG00000064012.18	29.19357192
ENSG00000064102.11	6.106488712
ENSG00000064115.7	12.69243996
ENSG00000064195.7	17.49405051
ENSG00000064199.3	8.727579183
ENSG00000064201.12	11.94376269
ENSG00000064225.9	6.338397349
ENSG00000064300.5	0.010222364
ENSG00000064313.8	15.121331
ENSG00000064393.12	19.98852545
ENSG00000064419.10	6.554636517
ENSG00000064489.18	9.18348156
ENSG00000064490.10	13.32820944
ENSG00000064545.11	4.632335111
ENSG00000064547.10	7.795529094
ENSG00000064601.13	83.85111333
ENSG00000064607.13	19.38408296
ENSG00000064651.10	0.119032422
ENSG00000064655.15	3.008607085
ENSG00000064666.11	99.89011644
ENSG00000064687.9	6.013539365
ENSG00000064703.8	2.855232718
ENSG00000064726.6	32.9486886
ENSG00000064763.7	7.860651503
ENSG00000064933.13	4.244186981
ENSG00000064961.15	53.3210895
ENSG00000064995.13	4.596078025
ENSG00000064999.13	1.049535943
ENSG00000065000.12	20.36916656
ENSG00000065029.11	4.746250386
ENSG00000065054.10	2.232424974
ENSG00000065057.4	2.76095646
ENSG00000065060.13	0.736425741
ENSG00000065135.8	1.364440748
ENSG00000065150.15	4.049076987
ENSG00000065154.8	1.74613379
ENSG00000065183.12	1.980352466
ENSG00000065243.15	1.577422905
ENSG00000065268.7	4.042430978
ENSG00000065308.4	4.298156425
ENSG00000065320.5	0.055772582
ENSG00000065328.13	0.478893791
ENSG00000065357.16	124.9308568
ENSG00000065361.11	0.187091777
ENSG00000065413.13	28.41441848
ENSG00000065427.11	27.36546834
ENSG00000065457.7	8.85605685
ENSG00000065485.14	0.101139283
ENSG00000065491.8	2.980771649
ENSG00000065518.7	115.9014557
ENSG00000065526.7	16.0992125
ENSG00000065534.15	0.166819575
ENSG00000065548.14	21.39290121
ENSG00000065559.11	1.075228851
ENSG00000065600.9	3.564462317
ENSG00000065609.11	1.194782381
ENSG00000065613.10	7.717916419
ENSG00000065615.10	1.87626332
ENSG00000065618.13	0.34276508
ENSG00000065665.17	3.244752436
ENSG00000065802.8	4.936697157
ENSG00000065809.10	17.64810305
ENSG00000065833.8	0.49195294
ENSG00000065882.12	14.85413416
ENSG00000065883.11	15.70879367
ENSG00000065911.8	22.92652024
ENSG00000065923.6	7.519518075
ENSG00000065970.5	5.53869977
ENSG00000065978.14	85.54625533
ENSG00000065989.12	3.541575405
ENSG00000066027.8	2.388638041
ENSG00000066044.10	10.71921418
ENSG00000066056.10	35.73541608
ENSG00000066084.9	2.186206605
ENSG00000066117.11	8.467782085
ENSG00000066135.9	4.841588725
ENSG00000066136.16	25.76780299
ENSG00000066185.9	0.946639089
ENSG00000066230.7	0.006901583
ENSG00000066279.13	0.598252868
ENSG00000066294.11	28.80735341
ENSG00000066322.9	23.15048156
ENSG00000066336.8	264.2471202
ENSG00000066382.13	0.436018977
ENSG00000066422.4	1.944925542
ENSG00000066427.18	21.29491631
ENSG00000066455.9	9.089502432
ENSG00000066557.5	1.412982507
ENSG00000066583.8	0.828419926
ENSG00000066651.14	1.547073101
ENSG00000066654.9	2.367363622
ENSG00000066697.11	3.293565841
ENSG00000066739.8	5.210545861
ENSG00000066777.5	8.966270617
ENSG00000066827.12	6.29028165
ENSG00000066855.12	1.415599843
ENSG00000066926.7	4.218780027
ENSG00000066933.12	3.360255355
ENSG00000067048.13	0.136774349
ENSG00000067057.13	5.398080655
ENSG00000067064.7	2.760580947
ENSG00000067066.13	11.16689605
ENSG00000067082.11	14.57816716
ENSG00000067113.13	0.000120641
ENSG00000067141.13	1.100155329
ENSG00000067167.4	43.49088879
ENSG00000067182.4	78.50380825
ENSG00000067191.12	1.107751347
ENSG00000067208.11	2.376067283
ENSG00000067221.10	0.358033582
ENSG00000067225.14	719.2600361
ENSG00000067248.6	2.357745984
ENSG00000067334.10	8.796576234
ENSG00000067365.11	8.936661275
ENSG00000067369.10	5.539771874
ENSG00000067533.5	0.388711041
ENSG00000067560.7	140.3104224
ENSG00000067596.7	7.453728101
ENSG00000067601.7	0.107146188
ENSG00000067606.12	0.057386246
ENSG00000067704.9	2.238283889
ENSG00000067798.10	1.064806936
ENSG00000067829.15	18.17270564
ENSG00000067836.9	15.291887
ENSG00000067840.9	0.006810515
ENSG00000067842.14	2.995721155
ENSG00000067900.6	8.80737423
ENSG00000067955.10	10.31687902
ENSG00000067992.9	0.581065806
ENSG00000068001.10	2.986432677
ENSG00000068024.13	3.969206559
ENSG00000068028.14	2.321045929
ENSG00000068079.4	12.45520376
ENSG00000068097.11	5.163417163
ENSG00000068120.11	39.14513403
ENSG00000068137.11	0.076393328
ENSG00000068305.14	27.26330563
ENSG00000068308.10	31.70506526
ENSG00000068323.13	9.159225341
ENSG00000068354.12	3.935900674
ENSG00000068366.16	67.78214426
ENSG00000068383.15	0.696443231
ENSG00000068394.10	3.588421208
ENSG00000068400.10	15.58661014
ENSG00000068438.11	10.79110644
ENSG00000068489.9	3.649346594
ENSG00000068650.15	21.73527921
ENSG00000068654.12	3.769410461
ENSG00000068697.6	21.12252709
ENSG00000068724.12	5.365525119
ENSG00000068745.11	41.43928166
ENSG00000068784.9	6.503714123
ENSG00000068796.13	2.086507099
ENSG00000068831.15	4.349436046
ENSG00000068878.11	19.20377859
ENSG00000068885.11	1.067530024
ENSG00000068903.16	15.86910599
ENSG00000068912.10	9.03922189
ENSG00000068971.10	0.324262941
ENSG00000068976.10	0.07972779
ENSG00000069011.12	1.436965506
ENSG00000069188.13	0.004617057
ENSG00000069248.10	7.71639269
ENSG00000069275.12	28.96258109
ENSG00000069329.12	6.55361833
ENSG00000069345.8	7.897443956
ENSG00000069399.9	5.387724245
ENSG00000069424.11	81.6523394
ENSG00000069482.6	8.581643019
ENSG00000069493.11	10.68676376
ENSG00000069509.5	2.883804717
ENSG00000069702.7	0.124512722
ENSG00000069849.7	27.43554475
